nbEmptyDocks,lastCommWithServer,locked,name,installDate,nbBikes,id,long,installed,terminalName,latestUpdateTime,lat,temporary,removalDate,public
3,1389028874173,false,18th St & Pennsylvania Ave NW,1322571600000,12,141,-77.041539,true,31242,1389028389859,38.89968,false,,true
25,1389028971788,false,Maryland & Independence Ave SW,1327669020000,14,142,-77.018939,true,31243,1389028004548,38.887299,false,,true
12,1389028851518,false,4th & E St SW,1322756880000,7,143,-77.017445,true,31244,1389025250755,38.88412,false,,true
16,1389028812560,false,3rd & G St SE,1322661660000,3,144,-77.001828,true,31625,1389024362576,38.881185,false,,true
13,1389028908430,false,7th & R St NW / Shaw Library,1322583120000,2,145,-77.022155,true,31245,1389026734924,38.912719,false,,true
8,1389028829778,false,9th & Upshur St NW,1323194880000,7,146,-77.0251,true,31404,1389022916515,38.9418,false,,true
9,1389028760952,false,1st & Rhode Island Ave NW,1323178380000,6,147,-77.012289,true,31506,1389028035891,38.915417,false,,true
9,1389028773042,false,Columbia Rd & Georgia Ave NW,1323234000000,10,148,-77.02344,true,31115,1389018969239,38.928156,false,,true
13,1389028868624,false,California St & Florida Ave NW,1323752400000,5,149,-77.04062,true,31116,1389027794087,38.917761,false,,true
10,1389028850765,false,Benning Rd & East Capitol St NE / Benning Rd Metro,1324404360000,9,150,-76.93723,true,31707,1389004296184,38.889935,false,,true
2,1389028915123,false,3000 Connecticut Ave NW / National Zoo,1324496640000,13,151,-77.055599,true,31307,1389026669697,38.930282,false,,true
7,1389028873076,false,Anacostia Ave & Benning Rd NE / River Terrace ,1324402320000,8,152,-76.96012,true,31708,1388901383938,38.896544,false,,true
16,1389028798881,false,M St & Pennsylvania Ave NW,1324485480000,3,153,-77.056887,true,31246,1389021377989,38.905126,false,,true
9,1389028797828,false,15th St & Massachusetts Ave SE,1324565040000,6,154,-76.983569,true,31626,1389026142585,38.88732,false,,true
12,1389028892616,false,Congress Heights Metro,1324581180000,3,155,-76.987823,true,31806,1389017700196,38.844711,false,,true
4,1389028759524,false,N Quincy St & Glebe Rd,1335552600000,7,156,-77.107735,true,31035,1389016164089,38.876393,false,,true
6,1389028829165,false,Wilson Blvd & N Oakland St,1335387720000,5,157,-77.10396,true,31033,1389017853941,38.8815,false,,true
8,1389028951894,false,N Veitch  & 20th St N,1335213360000,7,158,-77.086502,true,31029,1389020705623,38.896923,false,,true
18,1389028969586,false,11th & K St NW,1360936140000,1,159,-77.02674,true,31263,1389028486025,38.90268,false,,true
5,1389028850666,false,Fairfax Dr & Wilson Blvd,1335545880000,5,160,-77.097745,true,31023,1389026125278,38.885801,false,,true
3,1389028767163,false,Key Blvd & N Quinn St,1335195480000,8,161,-77.078107,true,31027,1389015366160,38.896015,false,,true
3,1389028783970,false,1st & K St SE,1328717220000,12,162,-77.006004,true,31628,1389024673260,38.87861,false,,true
7,1389028778936,false,39th & Calvert St NW / Stoddert,1328898300000,12,163,-77.077271,true,31306,1389027971086,38.922649,false,,true
4,1389028841853,false,1st & Washington Hospital Center NW,1329153540000,11,164,-77.012457,true,31507,1389019232280,38.928743,false,,true
6,1389028804944,false,Virginia Square Metro / N Monroe St & 9th St N,1329508980000,13,165,-77.103148,true,31024,1389027197443,38.882788,false,,true
6,1389028913463,false,Central Library / N Quincy St & 10th St N,1329493920000,5,166,-77.10783,true,31025,1388987872006,38.88397,false,,true
4,1389028801906,false,Washington Blvd & 10th St N,1329944340000,11,167,-77.093485,true,31026,1388952342299,38.884734,false,,true
19,1389028942571,false,Jefferson Dr & 14th St SW,1331911860000,4,168,-77.032429,true,31247,1389025122292,38.888553,false,,true
10,1389028931642,false,Smithsonian / Jefferson Dr & 12th St SW,1333369620000,13,169,-77.02858,true,31248,1389024181665,38.888767,false,,true
6,1389028884752,false,George Mason Dr & Wilson Blvd,1335805380000,9,170,-77.1207,true,31036,1389013588929,38.87887,false,,true
9,1389028790241,false,6th St & Indiana Ave NW,1364990040000,10,171,-77.01994,true,31264,1389028064801,38.894573,false,,true
6,1389028983757,false,N Veitch & Key Blvd,1335202980000,5,172,-77.086045,true,31028,1389028982856,38.893241,false,,true
3,1389028896976,false,N Adams St & Lee Hwy,1335369060000,12,173,-77.089006,true,31030,1389028171511,38.89593,false,,true
2,1389028780815,false,15th & N Scott St,1335362100000,9,174,-77.08095,true,31031,1389027572656,38.89054,false,,true
4,1389028773944,false,Washington Blvd & 7th St N,1335794400000,7,175,-77.091129,true,31032,1389013555515,38.880834,false,,true
12,1389028964286,false,Ballston Metro / N Stuart & 9th St N,1335817440000,7,176,-77.111768,true,31037,1389026965233,38.881044,false,,true
6,1389028815223,false,N Randolph St & Fairfax Dr,1335542580000,5,177,-77.109366,true,31034,1388963013930,38.882629,false,,true
17,1389028893567,false,Jefferson Memorial,1335969180000,6,178,-77.037413,true,31249,1389016077050,38.879819,false,,true
7,1389028816366,false,Good Hope Rd & 14th St SE,1335981060000,8,179,-76.985238,true,31803,1389013458980,38.866611,false,,true
4,1389028856147,false,Glebe Rd & 11th St N,1337269200000,7,180,-77.116817,true,31038,1389027164667,38.883921,false,,true
6,1389028888382,false,N Quincy St & Wilson Blvd,1338301620000,5,181,-77.107673,true,31039,1389016844780,38.880151,false,,true
6,1389028804125,false,Fairfax Dr & Kenmore St,1366814880000,5,182,-77.10108,true,31040,1389013864371,38.884616,false,,true
10,1389028948683,false,Gallaudet / 8th St & Florida Ave NE,1342033620000,9,183,-76.9941,true,31508,1389024148712,38.90509,false,,true
7,1389028820034,false,20th & L St NW,1340632500000,12,185,-77.044789,true,31250,1389027781757,38.903584,false,,true
13,1389028770541,false,12th & L St NW,1340639640000,5,186,-77.0284,true,31251,1389023468369,38.903819,false,,true
8,1389028944512,false,21st St & Pennsylvania Ave NW,1340811180000,11,187,-77.046564,true,31252,1389028943957,38.901539,false,,true
8,1389028895037,false,19th & K St NW,1340801880000,13,188,-77.04337,true,31253,1389018699387,38.902204,false,,true
10,1389028815425,false,Prince St & Union St,1346070420000,9,189,-77.040363,true,31041,1388953451829,38.803124,false,,true
2,1389028789587,false,Market Square / King St & Royal St,1346077680000,13,190,-77.043363,true,31042,1389024016440,38.804718,false,,true
8,1389028765317,false,Saint Asaph St & Pendleton  St,1346084880000,7,191,-77.044664,true,31043,1388949680170,38.810743,false,,true
9,1389028992143,false,King St & Patrick St,1346442900000,6,192,-77.049883,true,31044,1389018238987,38.805317,false,,true
3,1389028975039,false,15th & K St NW,1341232920000,16,193,-77.03353,true,31254,1389028967407,38.902,false,,true
6,1389028848344,false,Commerce St & Fayette St,1346442960000,9,194,-77.05293,true,31045,1389025467568,38.805648,false,,true
13,1389028784714,false,Henry St & Pendleton St,1346442960000,4,195,-77.050276,true,31046,1388901395593,38.811456,false,,true
5,1389028757257,false,Braddock Rd Metro,1346442960000,14,196,-77.052808,true,31047,1389024142366,38.814577,false,,true
13,1389028918947,false,King St Metro,1346443020000,6,197,-77.06072,true,31048,1389025286115,38.805767,false,,true
7,1389028757613,false,24th & N St NW,1341575340000,8,198,-77.05152,true,31255,1389028514323,38.9066,false,,true
5,1389028924147,false,10th & E St NW,1342109700000,10,199,-77.026064,true,31256,1389028122536,38.895914,false,,true
12,1389028780371,false,22nd & I St NW / Foggy Bottom,1342442220000,3,200,-77.048911,true,31257,1389028297261,38.90088,false,,true
5,1389028938722,false,Utah St & 11th St N ,1342539420000,6,201,-77.113905,true,31049,1388975789591,38.883669,false,,true
5,1389028990219,false,Barton St & 10th St N,1346771820000,6,202,-77.08777,true,31050,1388950649829,38.884961,false,,true
6,1389028902560,false,Arlington Blvd & N Queen St,1346776740000,5,203,-77.077294,true,31051,1389016520971,38.889365,false,,true
22,1389028840327,false,Lincoln Memorial,1349268360000,3,204,-77.049426,true,31258,1389028597788,38.888251,false,,true
5,1389028951609,false,20th St & Virginia Ave NW,1359646980000,10,206,-77.045128,true,31259,1389020124414,38.894722,false,,true
13,1389028937763,false,5th St & Massachusetts Ave NW,1367842440000,6,207,-77.018677,true,31265,1389026576525,38.90093,false,,true
4,1389028918348,false,39th & Veazey St NW,1360598160000,10,208,-77.077078,true,31308,1389024140477,38.943837,false,,true
5,1389028926278,false,Fessenden St & Wisconsin Ave NW,1360588560000,9,209,-77.082426,true,31309,1389025059484,38.954812,false,,true
9,1389028927780,false,M St & Delaware Ave NE,1360929900000,14,210,-77.003041,true,31627,1389019304968,38.905707,false,,true
7,1389028927042,false,Columbia Pike & S Courthouse Rd,1364482620000,8,211,-77.080319,true,31053,1388987867703,38.863833,false,,true
8,1389028875894,false,Walter Reed Community Center / Walter Reed Dr & 16th St S,1364466180000,3,212,-77.086733,true,31054,1389010104040,38.857803,false,,true
6,1389028773322,false,28th St S & S Meade St,1364476320000,9,213,-77.069275,true,31055,1388955764728,38.846222,false,,true
15,1389028926689,false,18th St & Wyoming Ave NW,1365003300000,8,214,-77.041571,true,31114,1389028337892,38.918809,false,,true
8,1389028762923,false,5th & Kennedy St NW,1365777420000,7,215,-77.019815,true,31403,1389017337547,38.956595,false,,true
5,1389028773304,false,Georgia Ave & Emerson St NW,1365783540000,14,216,-77.027333,true,31405,1388962498790,38.949662,false,,true
8,1389028962594,false,14th & Upshur St NW,1365794820000,11,217,-77.032652,true,31406,1389023565872,38.942016,false,,true
10,1389028870060,false,14th St & Colorado Ave NW,1365798900000,9,218,-77.032947,true,31407,1389017523265,38.956432,false,,true
4,1389028925079,false,S Troy St & 26th St S,1366725840000,7,219,-77.075104,true,31056,1388934973258,38.847977,false,,true
3,1389028844140,false,S Four Mile Run Dr & S Shirlington Rd,1366729200000,8,220,-77.085931,true,31057,1388901371710,38.8444,false,,true
5,1389028980935,false,S Oakland St & Columbia Pike,1366735380000,6,221,-77.09586,true,31058,1388901376814,38.860789,false,,true
6,1389028784919,false,S Abingdon St & 36th St S,1366739700000,5,222,-77.094295,true,31059,1388987869712,38.835213,false,,true
4,1389028935382,false,S Arlington Mill Dr & Campbell Ave,1366802400000,11,223,-77.089555,true,31060,1388954705958,38.84232,false,,true
6,1389028787990,false,S Kenmore & 24th St S,1366825140000,5,224,-77.084918,true,31061,1388901387947,38.848454,false,,true
7,1389028929716,false,13th St & Eastern Ave,1380292680000,8,225,-77.029417,true,32006,1388987878387,38.987,false,,true
14,1389028886570,false,Wisconsin Ave & O St NW,1366910820000,5,226,-77.063586,true,31312,1389021484620,38.90849,false,,true
4,1389028834148,false,S George Mason Dr & 13th St S,1372694040000,7,227,-77.100555,true,31062,1388984399608,38.854691,false,,true
8,1389028859150,false,Connecticut & Nebraska Ave NW,1366894140000,15,228,-77.069956,true,31310,1389026043283,38.955016,false,,true
11,1389028765470,false,17th St & Massachusetts Ave NW,1367851920000,5,229,-77.038359,true,31267,1389028039697,38.908142,false,,true
6,1389028855705,false,15th & Euclid St  NW,1367856780000,9,230,-77.0352,true,31117,1389027889953,38.92333,false,,true
9,1389028833765,false,8th & East Capitol St NE,1368545580000,2,231,-76.995193,true,31629,1389026903299,38.889988,false,,true
11,1389028973954,false,New Jersey Ave & R St NW,1368532680000,4,232,-77.017669,true,31509,1389022570262,38.912659,false,,true
4,1389028797160,false,15th & East Capitol St NE,1368541260000,7,233,-76.983326,true,31630,1389028071991,38.889908,false,,true
9,1389028889802,false,8th & F St NE,1368552540000,5,234,-76.994749,true,31631,1389026973952,38.897274,false,,true
5,1389028970056,false,18th St & Rhode Island Ave NE,1369915500000,10,235,-76.978924,true,31510,1388901388951,38.927095,false,,true
13,1389028892329,false,15th & F St NE,1369928820000,6,236,-76.983575,true,31632,1389016567282,38.897195,false,,true
8,1389028880691,false,12th & Irving St NE,1369923120000,7,237,-76.990955,true,31511,1389024098269,38.928644,false,,true
7,1389028770565,false,34th St & Minnesota Ave SE,1370358840000,4,238,-76.957461,true,31709,1388901383923,38.884085,false,,true
7,1389028902341,false,Alabama & MLK Ave SE,1370345160000,4,239,-76.999388,true,31800,1389028901312,38.843222,false,,true
4,1389028912909,false,Pleasant St & MLK Ave SE,1370351820000,7,240,-76.990037,true,31807,1389025032903,38.863897,false,,true
8,1389028870990,false,Neal St & Trinidad Ave NE,1371221640000,6,241,-76.987211,true,31512,1389020614077,38.903732,false,,true
9,1389028764048,false,13th & U St NW,1371231240000,14,242,-77.029779,true,31268,1389024113979,38.916794,false,,true
