availableDocks,totalDocks,city,altitude,stAddress2,longitude,lastCommunicationTime,postalCode,statusValue,testStation,stAddress1,stationName,landMark,latitude,statusKey,availableBikes,id,location
16,31,,,,-73.98990025,,,In Service,False,Canal St & Rutgers St,Canal St & Rutgers St,,40.71427487,1,15,307,
15,27,,,,-73.99851193,,,In Service,False,St James Pl & Oliver St,St James Pl & Oliver St,,40.71307916,1,12,308,
3,41,,,,-74.013012,,,In Service,False,Murray St & West St,Murray St & West St,,40.7149787,1,36,309,
6,36,,,,-73.98912867,,,In Service,False,State St & Smith St,State St & Smith St,,40.68926942,1,30,310,
14,30,,,,-73.98802084,,,In Service,False,Norfolk St & Broome St,Norfolk St & Broome St,,40.7172274,1,16,311,
23,31,,,,-73.989111,,,In Service,False,Allen St & E Houston St,Allen St & E Houston St,,40.722055,1,8,312,
9,23,,,,-73.96751037,,,In Service,False,Washington Ave & Park Ave,Washington Ave & Park Ave,,40.69610226,1,13,313,
31,38,,,,-73.99215922,,,In Service,False,Montague St & Clinton St,Montague St & Clinton St,,40.69424674,1,7,314,
11,29,,,,-74.00670227,,,In Service,False,South St & Gouverneur Ln,South St & Gouverneur Ln,,40.70355377,1,18,315,
41,43,,,,-74.00653609,,,In Service,False,Fulton St & William St,Fulton St & William St,,40.70955958,1,2,316,
22,27,,,,-73.98185424,,,In Service,False,E 6 St & Avenue B,E 6 St & Avenue B,,40.72453734,1,5,317,
24,31,,,,-73.9779874,,,In Service,False,E 43 St & Vanderbilt Ave,E 43 St & Vanderbilt Ave,,40.75320159,1,4,318,
14,35,,,,-74.00937622,,,In Service,False,Park Pl & Church St,Park Pl & Church St,,40.71336124,1,19,319,
25,39,,,,-74.00583475,,,In Service,False,Church St & Leonard St,Church St & Leonard St,,40.71743998,1,14,320,
3,3,,,,-73.98971773,,,Not In Service,False,Cadman Plaza E & Red Cross Pl,Cadman Plaza E & Red Cross Pl,,40.69991755,3,0,321,
31,31,,,,-73.991218,,,In Service,False,Clinton St & Tillary St,Clinton St & Tillary St,,40.696192,1,0,322,
5,39,,,,-73.98631746,,,In Service,False,Lawrence St & Willoughby St,Lawrence St & Willoughby St,,40.69236178,1,34,323,
35,51,,,,-73.981013,,,In Service,False,DeKalb Ave & Hudson Ave,DeKalb Ave & Hudson Ave,,40.689888,1,16,324,
15,35,,,,-73.98473765,,,In Service,False,E 19 St & 3 Ave,E 19 St & 3 Ave,,40.73624527,1,20,325,
15,27,,,,-73.98426726,,,In Service,False,E 11 St & 1 Ave,E 11 St & 1 Ave,,40.72953837,1,12,326,
19,39,,,,-74.01658354,,,In Service,False,Vesey Pl & River Terrace,Vesey Pl & River Terrace,,40.7153379,1,20,327,
12,23,,,,-74.00965965,,,In Service,False,Watts St & Greenwich St,Watts St & Greenwich St,,40.72405549,1,10,328,
7,31,,,,-74.01020609,,,In Service,False,Greenwich St & N Moore St,Greenwich St & N Moore St,,40.72043411,1,24,329,
16,39,,,,-74.00562789,,,In Service,False,Reade St & Broadway,Reade St & Broadway,,40.71450451,1,22,330,
16,27,,,,-73.99193043,,,In Service,False,Pike St & Monroe St,Pike St & Monroe St,,40.71173107,1,6,331,
23,24,,,,-73.97948148,,,In Service,False,Cherry St,Cherry St,,40.71219906,1,0,332,
7,31,,,,-73.99726235,,,In Service,False,W 20 St & 7 Ave,W 20 St & 7 Ave,,40.74238787,1,24,334,
13,27,,,,-73.99404649,,,In Service,False,Washington Pl & Broadway,Washington Pl & Broadway,,40.72903917,1,13,335,
19,36,,,,-73.99906065,,,In Service,False,Sullivan St & Washington Sq,Sullivan St & Washington Sq,,40.73047747,1,16,336,
19,37,,,,-74.00838676,,,In Service,False,Old Slip & Front St,Old Slip & Front St,,40.7037992,1,18,337,
15,24,,,,-73.97422494,,,In Service,False,Avenue D & E 12 St,Avenue D & E 12 St,,40.72580614,1,8,339,
17,27,,,,-73.98776323,,,In Service,False,Madison St & Clinton St,Madison St & Clinton St,,40.71269042,1,10,340,
3,19,,,,-73.97628939,,,In Service,False,Stanton St & Mangin St,Stanton St & Mangin St,,40.71782143,1,14,341,
23,29,,,,-73.98016555,,,In Service,False,Columbia St & Rivington St,Columbia St & Rivington St,,40.71739973,1,6,342,
15,23,,,,-73.96986848,,,In Service,False,Clinton Ave & Flushing Ave,Clinton Ave & Flushing Ave,,40.69794,1,7,343,
15,23,,,,-73.95380904,,,In Service,False,Monroe St & Bedford Ave,Monroe St & Bedford Ave,,40.6851443,1,8,344,
18,35,,,,-73.99704374,,,In Service,False,W 13 St & 6 Ave,W 13 St & 6 Ave,,40.73649403,1,17,345,
10,27,,,,-74.00618026,,,In Service,False,Bank St & Hudson St,Bank St & Hudson St,,40.73652889,1,16,346,
24,35,,,,-74.00748842,,,In Service,False,W Houston St & Hudson St,W Houston St & Hudson St,,40.72873888,1,11,347,
21,42,,,,-74.00154702,,,In Service,False,W Broadway & Spring St,W Broadway & Spring St,,40.72490985,1,21,348,
7,23,,,,-73.98329859,,,In Service,False,Rivington St & Ridge St,Rivington St & Ridge St,,40.71850211,1,14,349,
15,22,,,,-73.9870295,,,In Service,False,Clinton St & Grand St,Clinton St & Grand St,,40.71559509,1,7,350,
29,39,,,,-74.00612572,,,In Service,False,Front St & Maiden Ln,Front St & Maiden Ln,,40.70530954,1,9,351,
9,36,,,,-73.97722479,,,In Service,False,W 56 St & 6 Ave,W 56 St & 6 Ave,,40.76340613,1,27,352,
16,27,,,,-73.97431458,,,In Service,False,S Portland Ave & Hanson Pl,S Portland Ave & Hanson Pl,,40.68539567,1,7,353,
26,31,,,,-73.96223558,,,In Service,False,Emerson Pl & Myrtle Ave,Emerson Pl & Myrtle Ave,,40.69363137,1,5,354,
35,43,,,,-73.99974372,,,In Service,False,Bayard St & Baxter St,Bayard St & Baxter St,,40.71602118,1,7,355,
15,23,,,,-73.98261206,,,In Service,False,Bialystoker Pl & Delancey St,Bialystoker Pl & Delancey St,,40.71622644,1,5,356,
6,27,,,,-73.99158043,,,In Service,False,E 11 St & Broadway,E 11 St & Broadway,,40.73261787,1,21,357,
33,36,,,,-74.00711384,,,In Service,False,Christopher St & Greenwich St,Christopher St & Greenwich St,,40.73291553,1,3,358,
41,55,,,,-73.97498696,,,In Service,False,E 47 St & Park Ave,E 47 St & Park Av,,40.75510267,1,13,359,
28,39,,,,-74.00887308,,,In Service,False,William St & Pine St,William St & Pine St,,40.70717936,1,11,360,
19,43,,,,-73.99190759,,,In Service,False,Allen St & Hester St,Allen St & Hester St,,40.71605866,1,24,361,
22,57,,,,-73.98753523,,,In Service,False,Broadway & W 37 St,Broadway & W 37 St,,40.75172632,1,35,362,
48,49,,,,-74.01713445,,,In Service,False,West Thames St,West Thames St,,40.70834698,1,1,363,
6,27,,,,-73.96023854,,,In Service,False,Lafayette Ave & Classon Ave,Lafayette Ave & Classon Ave,,40.68900443,1,20,364,
25,31,,,,-73.9614583,,,In Service,False,Fulton St & Grand Ave,Fulton St & Grand Ave,,40.68223166,1,5,365,
31,33,,,,-73.968896,,,In Service,False,Clinton Ave & Myrtle Ave,Clinton Ave & Myrtle Ave,,40.693261,1,0,366,
17,33,,,,-73.97069431,,,In Service,False,E 53 St & Lexington Ave,E 53 St & Lexington Ave,,40.75828065,1,16,367,
11,39,,,,-74.00214988,,,In Service,False,Carmine St & 6 Ave,Carmine St & 6 Ave,,40.73038599,1,28,368,
19,35,,,,-74.00026394,,,In Service,False,Washington Pl & 6 Ave,Washington Pl & 6 Ave,,40.73224119,1,14,369,
26,27,,,,-73.958089,,,In Service,False,Franklin Ave & Myrtle Ave,Franklin Ave & Myrtle Ave,,40.694528,1,0,372,
12,19,,,,-73.95381995,,,In Service,False,Willoughby Ave & Walworth St,Willoughby Ave & Walworth St,,40.69331716,1,5,373,
3,25,,,,-73.99695094,,,In Service,False,Mercer St & Bleecker St,Mercer St & Bleecker St,,40.72679454,1,22,375,
34,43,,,,-74.00722156,,,In Service,False,John St & William St,John St & William St,,40.70862144,1,9,376,
18,47,,,,-74.00566443,,,In Service,False,6 Ave & Canal St,6 Ave & Canal St,,40.72243797,1,27,377,
4,42,,,,-73.9916,,,In Service,False,W 31 St & 7 Ave,W 31 St & 7 Ave,,40.749156,1,38,379,
24,39,,,,-74.00293877,,,In Service,False,W 4 St & 7 Ave S,W 4 St & 7 Ave S,,40.73401143,1,14,380,
17,36,,,,-73.99200509,,,In Service,False,University Pl & E 14 St,University Pl & E 14 St,,40.73492695,1,19,382,
30,39,,,,-74.000271,,,In Service,False,Greenwich Ave & Charles St,Greenwich Ave & Charles St,,40.735238,1,9,383,
20,31,,,,-73.9659641,,,In Service,False,Fulton St & Waverly Ave,Fulton St & Waverly Ave,,40.68317813,1,11,384,
22,29,,,,-73.96603308,,,In Service,False,E 55 St & 2 Ave,E 55 St & 2 Ave,,40.75797322,1,7,385,
20,43,,,,-74.00234482,,,In Service,False,Centre St & Worth St,Centre St & Worth St,,40.71494807,1,19,386,
31,39,,,,-74.0046073,,,In Service,False,Centre St & Chambers St,Centre St & Chambers St,,40.71273266,1,8,387,
14,35,,,,-74.002950346,,,In Service,False,W 26 St & 10 Ave,W 26 St & 10 Ave,,40.749717753,1,20,388,
25,27,,,,-73.96525063,,,In Service,False,Broadway & Berry St,Broadway & Berry St,,40.71044554,1,2,389,
24,31,,,,-73.9842844,,,In Service,False,Duffield St & Willoughby St,Duffield St & Willoughby St,,40.69221589,1,7,390,
29,31,,,,-73.99344559,,,In Service,False,Clark St & Henry St,Clark St & Henry St,,40.69760127,1,2,391,
26,32,,,,-73.987167,,,In Service,False,Jay St & Tech Pl,Jay St & Tech Pl,,40.695065,1,6,392,
17,31,,,,-73.97995466,,,In Service,False,E 5 St & Avenue C,E 5 St & Avenue C,,40.72299208,1,14,393,
23,32,,,,-73.97768752,,,In Service,False,E 9 St & Avenue C,E 9 St & Avenue C,,40.72521311,1,8,394,
11,30,,,,-73.98410637,,,In Service,False,Bond St & Schermerhorn St,Bond St & Schermerhorn St,,40.68807003,1,19,395,
23,25,,,,-73.9557689392,,,In Service,False,Lefferts Pl & Franklin Ave,Lefferts Pl & Franklin Ave,,40.680342423,1,2,396,Bedford-Stuyvesant
19,27,,,,-73.96922273,,,In Service,False,Fulton St & Clermont Ave,Fulton St & Clermont Ave,,40.68415748,1,7,397,
14,31,,,,-73.9999786,,,In Service,False,Atlantic Ave & Furman St,Atlantic Ave & Furman St,,40.69165183,1,17,398,
25,27,,,,-73.9647628,,,In Service,False,Lafayette Ave & St James Pl,Lafayette Ave & St James Pl,,40.68851534,1,1,399,
8,15,,,,-73.98178024,,,In Service,False,Pitt St & Stanton St,Pitt St & Stanton St,,40.71926081,1,7,400,
24,42,,,,-73.98997825,,,In Service,False,Allen St & Rivington St,Allen St & Rivington St,,40.72019576,1,18,401,
13,41,,,,-73.98955109,,,In Service,False,Broadway & E 22 St,Broadway & E 22 St,,40.7403432,1,27,402,
3,31,,,,-73.99069656,,,In Service,False,E 2 St & 2 Ave,E 2 St & 2 Ave,,40.72502876,1,28,403,
27,39,,,,-74.00550867,,,In Service,False,9 Ave & W 14 St,9 Ave & W 14 St,,40.7405826,1,12,404,
15,40,,,,-74.008119,,,In Service,False,Washington St & Gansevoort St,Washington St & Gansevoort St,,40.739323,1,24,405,
18,34,,,,-73.99595065,,,In Service,False,Hicks St & Montague St,Hicks St & Montague St,,40.69512845,1,16,406,
40,43,,,,-73.991454,,,In Service,False,Henry St & Poplar St,Henry St & Poplar St,,40.700469,1,3,407,
22,23,,,,-73.99400398,,,In Service,False,Market St & Cherry St,Market St & Cherry St,,40.71076228,1,1,408,
15,19,,,,-73.95643107,,,In Service,False,DeKalb Ave & Skillman St,DeKalb Ave & Skillman St,,40.6906495,1,4,409,
26,35,,,,-73.98517977,,,In Service,False,Suffolk St & Stanton St,Suffolk St & Stanton St,,40.72066442,1,9,410,
18,23,,,,-73.97668709,,,In Service,False,E 6 St & Avenue D,E 6 St & Avenue D,,40.72228087,1,5,411,
26,29,,,,-73.99422366,,,In Service,False,Forsyth St & Canal St,Forsyth St & Canal St,,40.7158155,1,3,412,
1,24,,,,-73.98765762,,,In Service,False,Pearl St & Anchorage Pl,Pearl St & Anchorage Pl,,40.70281858,1,22,414,
18,42,,,,-74.00926027,,,In Service,False,Pearl St & Hanover Square,Pearl St & Hanover Square,,40.7047177,1,24,415,
31,31,,,,-73.97265183,,,In Service,False,Cumberland St & Lafayette Ave,Cumberland St & Lafayette Ave,,40.68753406,1,0,416,
43,47,,,,-74.01020234,,,In Service,False,Barclay St & Church St,Barclay St & Church St,,40.71291224,1,3,417,
14,23,,,,-73.982578,,,In Service,False,Front St & Gold St,Front St & Gold St,,40.70224,1,9,418,
23,23,,,,-73.97355569,,,Not In Service,False,Carlton Ave & Park Ave,Carlton Ave & Park Ave,,40.69580705,3,0,419,
23,23,,,,-73.96968902,,,In Service,False,Clermont Ave & Lafayette Ave,Clermont Ave & Lafayette Ave,,40.68764484,1,0,420,
16,19,,,,-73.97129668,,,In Service,False,Clermont Ave & Park Ave,Clermont Ave & Park Ave,,40.69573398,1,1,421,
45,55,,,,-73.988038,,,In Service,False,W 59 St & 10 Ave,W 59 St & 10 Ave,,40.770513,1,10,422,
37,39,,,,-73.98690506,,,In Service,False,W 54 St & 9 Ave,W 54 St & 9 Ave,,40.76584941,1,2,423,
22,31,,,,-74.01322069,,,In Service,False,West St & Chambers St,West St & Chambers St,,40.71754834,1,8,426,
41,59,,,,-74.01427023,,,In Service,False,State St,State St,,40.70251526,1,16,427,
22,31,,,,-73.98783413,,,In Service,False,E 3 St & 1 Ave,E 3 St & 1 Ave,,40.72467721,1,8,428,
21,27,,,,-73.98656928,,,In Service,False,York St & Jay St,York St & Jay St,,40.7014851,1,6,430,
15,27,,,,-73.98263429,,,In Service,False,Hanover Pl & Livingston St,Hanover Pl & Livingston St,,40.68864636,1,11,431,
28,31,,,,-73.98379855,,,In Service,False,E 7 St & Avenue A,E 7 St & Avenue A,,40.72621788,1,3,432,
9,39,,,,-73.98057249,,,In Service,False,E 13 St & Avenue A,E 13 St & Avenue A,,40.72955361,1,30,433,
16,27,,,,-74.00366443,,,In Service,False,9 Ave & W 18 St,9 Ave & W 18 St,,40.74317449,1,11,434,
13,47,,,,-73.99415556,,,In Service,False,W 21 St & 6 Ave,W 21 St & 6 Ave,,40.74173969,1,34,435,
13,27,,,,-73.95399026,,,In Service,False,Hancock St & Bedford Ave,Hancock St & Bedford Ave,,40.68216564,1,14,436,
13,27,,,,-73.9500479759,,,In Service,False,Macon St & Nostrand Ave,Macon St & Nostrand Ave,,40.6809833854,1,14,437,
11,27,,,,-73.98564945,,,In Service,False,St Marks Pl & 1 Ave,St Marks Pl & 1 Ave,,40.72779126,1,16,438,
10,39,,,,-73.98978041,,,In Service,False,E 4 St & 2 Ave,E 4 St & 2 Ave,,40.7262807,1,29,439,
21,32,,,,-73.97282625,,,In Service,False,E 45 St & 3 Ave,E 45 St & 3 Ave,,40.75255434,1,10,440,
2,35,,,,-73.967416,,,In Service,False,E 52 St & 2 Ave,E 52 St & 2 Ave,,40.756014,1,30,441,
7,51,,,,-73.993915,,,In Service,False,W 27 St & 7 Ave,W 27 St & 7 Ave,,40.746647,1,44,442,
12,23,,,,-73.96408963,,,In Service,False,Bedford Ave & S 9th St,Bedford Ave & S 9 St,,40.70853074,1,11,443,
