station_start,station_end,distance_meters
chicago293,chicago113,6631
chicago293,chicago114,2216
chicago293,chicago115,4511
chicago293,chicago116,8296
chicago293,chicago117,3843
chicago293,chicago118,8072
chicago293,chicago119,10859
chicago293,chicago120,16555
chicago293,chicago121,22850
chicago293,chicago122,12214
chicago293,chicago123,8227
chicago293,chicago124,20170
chicago293,chicago126,8469
chicago293,chicago127,5618
chicago293,chicago128,9628
chicago293,chicago129,18842
chicago293,chicago13,4679
chicago293,chicago130,8830
chicago293,chicago131,4216
chicago293,chicago132,17487
chicago293,chicago134,12882
chicago293,chicago135,17725
chicago293,chicago136,17305
chicago293,chicago137,17165
chicago293,chicago138,10133
chicago293,chicago14,17961
chicago293,chicago140,10070
chicago293,chicago141,7332
chicago293,chicago143,6776
chicago293,chicago144,7241
chicago293,chicago146,13858
chicago293,chicago147,17033
chicago293,chicago148,19129
chicago293,chicago149,18476
chicago293,chicago15,18429
chicago293,chicago150,17396
chicago293,chicago152,4514
chicago293,chicago153,4007
chicago293,chicago154,3601
chicago293,chicago156,4332
chicago293,chicago157,4668
chicago293,chicago158,8228
chicago293,chicago159,8981
chicago293,chicago16,7568
chicago293,chicago160,8977
chicago293,chicago162,5176
chicago293,chicago163,5038
chicago293,chicago164,13443
chicago293,chicago165,2696
chicago293,chicago166,5206
chicago293,chicago167,20669
chicago293,chicago168,14734
chicago293,chicago169,12678
chicago293,chicago17,8499
chicago293,chicago170,17090
chicago293,chicago171,18404
chicago293,chicago173,9894
chicago293,chicago174,13950
chicago293,chicago175,14326
chicago293,chicago176,9420
chicago293,chicago177,5919
chicago293,chicago178,16558
chicago293,chicago179,19848
chicago293,chicago181,11938
chicago293,chicago183,9189
chicago293,chicago184,19623
chicago293,chicago185,8335
chicago293,chicago186,10259
chicago293,chicago188,5372
chicago293,chicago19,17696
chicago293,chicago190,4805
chicago293,chicago191,12012
chicago293,chicago192,12101
chicago293,chicago193,17724
chicago293,chicago194,10895
chicago293,chicago195,12373
chicago293,chicago196,11177
chicago293,chicago197,12720
chicago293,chicago198,12281
chicago293,chicago199,11321
chicago293,chicago20,7224
chicago293,chicago200,21327
chicago293,chicago201,20234
chicago293,chicago202,17504
chicago293,chicago203,20910
chicago293,chicago204,23106
chicago293,chicago205,19434
chicago293,chicago206,18003
chicago293,chicago207,18481
chicago293,chicago208,19355
chicago293,chicago209,17443
chicago293,chicago21,13669
chicago293,chicago210,8264
chicago293,chicago211,10462
chicago293,chicago212,9977
chicago293,chicago213,8367
chicago293,chicago214,10134
chicago293,chicago215,11374
chicago293,chicago216,10464
chicago293,chicago217,12390
chicago293,chicago218,16608
chicago293,chicago219,7324
chicago293,chicago22,17247
chicago293,chicago220,6005
chicago293,chicago222,8559
chicago293,chicago223,6177
chicago293,chicago224,7155
chicago293,chicago225,7774
chicago293,chicago226,3672
chicago293,chicago227,2638
chicago293,chicago228,4639
chicago293,chicago229,3128
chicago293,chicago23,9974
chicago293,chicago230,3746
chicago293,chicago231,745
chicago293,chicago232,2877
chicago293,chicago233,12558
chicago293,chicago234,1125
chicago293,chicago236,8404
chicago293,chicago237,18415
chicago293,chicago238,1745
chicago293,chicago239,2997
chicago293,chicago24,10798
chicago293,chicago240,1387
chicago293,chicago241,17254
chicago293,chicago242,2271
chicago293,chicago243,2475
chicago293,chicago244,2667
chicago293,chicago245,1246
chicago293,chicago246,2125
chicago293,chicago247,23037
chicago293,chicago248,24399
chicago293,chicago249,2101
chicago293,chicago25,9955
chicago293,chicago250,4673
chicago293,chicago251,998
chicago293,chicago252,22009
chicago293,chicago253,525
chicago293,chicago254,2103
chicago293,chicago255,14393
chicago293,chicago256,2165
chicago293,chicago257,3769
chicago293,chicago258,6258
chicago293,chicago259,8919
chicago293,chicago26,10672
chicago293,chicago260,8260
chicago293,chicago261,18682
chicago293,chicago262,20234
chicago293,chicago263,17939
chicago293,chicago264,12279
chicago293,chicago265,19897
chicago293,chicago267,21455
chicago293,chicago268,7820
chicago293,chicago27,8507
chicago293,chicago271,20551
chicago293,chicago272,18441
chicago293,chicago273,15628
chicago293,chicago274,17718
chicago293,chicago275,18074
chicago293,chicago276,9589
chicago293,chicago277,10285
chicago293,chicago278,19722
chicago293,chicago279,19899
chicago293,chicago28,7998
chicago293,chicago280,19425
chicago293,chicago281,21518
chicago293,chicago282,16557
chicago293,chicago283,13779
chicago293,chicago284,13931
chicago293,chicago285,9820
chicago293,chicago286,13890
chicago293,chicago287,13661
chicago293,chicago288,7647
chicago293,chicago289,7756
chicago293,chicago29,8730
chicago293,chicago290,9124
chicago293,chicago291,8390
chicago293,chicago292,1643
chicago293,chicago293,0
chicago293,chicago294,1510
chicago293,chicago295,913
chicago293,chicago296,3873
chicago293,chicago297,1521
chicago293,chicago298,3213
chicago293,chicago299,3190
chicago293,chicago30,9253
chicago293,chicago300,4249
chicago293,chicago301,8891
chicago293,chicago302,5314
chicago293,chicago303,3235
chicago293,chicago304,2515
chicago293,chicago305,10001
chicago293,chicago306,1057
chicago293,chicago307,5657
chicago293,chicago308,4472
chicago293,chicago309,7572
chicago293,chicago31,9586
chicago293,chicago310,6942
chicago293,chicago311,2879
chicago293,chicago312,1593
chicago293,chicago313,6168
chicago293,chicago314,2287
chicago293,chicago315,8846
chicago293,chicago316,1982
chicago293,chicago317,18577
chicago293,chicago318,1967
chicago293,chicago319,4568
chicago293,chicago32,13837
chicago293,chicago320,18080
chicago293,chicago321,14860
chicago293,chicago322,23535
chicago293,chicago323,780
chicago293,chicago324,5527
chicago293,chicago325,1621
chicago293,chicago326,912
chicago293,chicago327,6109
chicago293,chicago328,25736
chicago293,chicago329,5117
chicago293,chicago33,13609
chicago293,chicago330,3654
chicago293,chicago331,7536
chicago293,chicago332,4846
chicago293,chicago333,7971
chicago293,chicago334,4094
chicago293,chicago335,18873
chicago293,chicago336,22624
chicago293,chicago337,10178
chicago293,chicago338,15238
chicago293,chicago339,19083
chicago293,chicago34,6040
chicago293,chicago340,6023
chicago293,chicago341,14524
chicago293,chicago342,12960
chicago293,chicago343,4912
chicago293,chicago344,1857
chicago293,chicago345,23886
chicago293,chicago346,13249
chicago293,chicago347,3177
chicago293,chicago348,15085
chicago293,chicago349,6521
chicago293,chicago35,10825
chicago293,chicago350,9646
chicago293,chicago351,24488
chicago293,chicago36,14845
chicago293,chicago37,13399
chicago293,chicago42,16303
chicago293,chicago43,12466
chicago293,chicago44,11044
chicago293,chicago45,13747
chicago293,chicago46,9121
chicago293,chicago47,11641
chicago293,chicago48,10983
chicago293,chicago49,13151
chicago293,chicago5,13899
chicago293,chicago50,14484
chicago293,chicago51,13003
chicago293,chicago52,12553
chicago293,chicago53,9799
chicago293,chicago54,12046
chicago293,chicago55,16395
chicago293,chicago56,11208
chicago293,chicago57,15798
chicago293,chicago58,6711
chicago293,chicago59,14552
chicago293,chicago60,7237
chicago293,chicago61,7865
chicago293,chicago62,16047
chicago293,chicago66,11283
chicago293,chicago67,5660
chicago293,chicago68,12416
chicago293,chicago69,8140
chicago293,chicago71,12215
chicago293,chicago72,16199
chicago293,chicago73,12251
chicago293,chicago74,10423
chicago293,chicago75,12242
chicago293,chicago76,12010
chicago293,chicago77,11772
chicago293,chicago80,12940
chicago293,chicago81,12862
chicago293,chicago84,9649
chicago293,chicago85,8880
chicago293,chicago86,9348
chicago293,chicago87,5255
chicago293,chicago88,12663
chicago293,chicago90,13118
chicago293,chicago91,11556
chicago293,chicago92,9155
chicago293,chicago93,6823
chicago293,chicago94,7168
chicago293,chicago97,14298
chicago293,chicago98,13399
chicago293,chicago99,9702
chicago294,chicago100,12189
chicago294,chicago106,11131
chicago294,chicago108,18282
chicago294,chicago109,18857
chicago294,chicago110,12120
chicago294,chicago111,11516
chicago294,chicago112,13745
chicago294,chicago113,9758
chicago294,chicago114,4565
chicago294,chicago115,5946
chicago294,chicago116,9445
chicago294,chicago117,5278
chicago294,chicago118,9538
chicago294,chicago119,12294
chicago294,chicago120,18022
chicago294,chicago121,24317
chicago294,chicago122,13363
chicago294,chicago123,9479
chicago294,chicago124,21637
chicago294,chicago126,9935
chicago294,chicago127,7053
chicago294,chicago128,10777
chicago294,chicago129,20309
chicago294,chicago13,8658
chicago294,chicago130,9979
chicago294,chicago131,5652
chicago294,chicago132,18954
chicago294,chicago134,14349
chicago294,chicago135,19191
chicago294,chicago136,18771
chicago294,chicago137,18631
chicago294,chicago138,11600
chicago294,chicago14,19427
chicago294,chicago140,11537
chicago294,chicago141,8798
chicago294,chicago143,8242
chicago294,chicago144,8707
chicago294,chicago146,15324
chicago294,chicago147,18500
chicago294,chicago148,20595
chicago294,chicago149,19942
chicago294,chicago15,19895
chicago294,chicago150,18862
chicago294,chicago152,5949
chicago294,chicago153,5442
chicago294,chicago154,5036
chicago294,chicago156,7242
chicago294,chicago157,6135
chicago294,chicago158,9377
chicago294,chicago159,10129
chicago294,chicago16,9003
chicago294,chicago160,10126
chicago294,chicago162,6324
chicago294,chicago163,6473
chicago294,chicago164,14910
chicago294,chicago165,4131
chicago294,chicago166,6642
chicago294,chicago167,22136
chicago294,chicago168,16201
chicago294,chicago169,14145
chicago294,chicago17,9934
chicago294,chicago170,18557
chicago294,chicago171,19870
chicago294,chicago173,11360
chicago294,chicago174,15417
chicago294,chicago175,15792
chicago294,chicago176,10887
chicago294,chicago177,7385
chicago294,chicago178,18025
chicago294,chicago179,21314
chicago294,chicago181,13405
chicago294,chicago183,10338
chicago294,chicago184,21089
chicago294,chicago185,9484
chicago294,chicago186,11694
chicago294,chicago188,6807
chicago294,chicago19,19162
chicago294,chicago190,6240
chicago294,chicago191,13479
chicago294,chicago192,13568
chicago294,chicago193,19190
chicago294,chicago194,12361
chicago294,chicago195,13839
chicago294,chicago196,12643
chicago294,chicago197,14186
chicago294,chicago198,13747
chicago294,chicago199,12787
chicago294,chicago20,8659
chicago294,chicago200,22793
chicago294,chicago201,21701
chicago294,chicago202,18970
chicago294,chicago203,22376
chicago294,chicago204,24572
chicago294,chicago205,20901
chicago294,chicago206,19469
chicago294,chicago207,19947
chicago294,chicago208,20822
chicago294,chicago209,18909
chicago294,chicago21,15135
chicago294,chicago210,9699
chicago294,chicago211,11928
chicago294,chicago212,11443
chicago294,chicago213,9516
chicago294,chicago214,11283
chicago294,chicago215,12523
chicago294,chicago216,11613
chicago294,chicago217,13856
chicago294,chicago218,18075
chicago294,chicago219,8759
chicago294,chicago22,18713
chicago294,chicago220,7472
chicago294,chicago222,9708
chicago294,chicago223,7612
chicago294,chicago224,9956
chicago294,chicago225,9240
chicago294,chicago226,5107
chicago294,chicago227,4073
chicago294,chicago228,5788
chicago294,chicago229,4563
chicago294,chicago23,11440
chicago294,chicago230,5182
chicago294,chicago231,2265
chicago294,chicago232,4878
chicago294,chicago233,14024
chicago294,chicago234,2560
chicago294,chicago236,9870
chicago294,chicago237,19881
chicago294,chicago238,3227
chicago294,chicago239,3736
chicago294,chicago24,12264
chicago294,chicago240,2763
chicago294,chicago241,18721
chicago294,chicago242,2842
chicago294,chicago243,3780
chicago294,chicago244,4102
chicago294,chicago245,3430
chicago294,chicago246,3560
chicago294,chicago247,24503
chicago294,chicago248,25866
chicago294,chicago249,3142
chicago294,chicago25,11421
chicago294,chicago250,6108
chicago294,chicago251,2541
chicago294,chicago252,23476
chicago294,chicago253,1122
chicago294,chicago254,4104
chicago294,chicago255,15859
chicago294,chicago256,4460
chicago294,chicago257,4918
chicago294,chicago258,7407
chicago294,chicago259,10068
chicago294,chicago26,12139
chicago294,chicago260,9513
chicago294,chicago261,20148
chicago294,chicago262,21700
chicago294,chicago263,19406
chicago294,chicago264,13746
chicago294,chicago265,21363
chicago294,chicago267,22921
chicago294,chicago268,9286
chicago294,chicago27,9973
chicago294,chicago271,22018
chicago294,chicago272,19908
chicago294,chicago273,17094
chicago294,chicago274,19184
chicago294,chicago275,19540
chicago294,chicago276,10737
chicago294,chicago277,11720
chicago294,chicago278,21189
chicago294,chicago279,21365
chicago294,chicago28,9465
chicago294,chicago280,20891
chicago294,chicago281,22985
chicago294,chicago282,18023
chicago294,chicago283,15245
chicago294,chicago284,15397
chicago294,chicago285,11255
chicago294,chicago286,15357
chicago294,chicago287,15128
chicago294,chicago288,9113
chicago294,chicago289,9222
chicago294,chicago29,10165
chicago294,chicago290,10377
chicago294,chicago291,9856
chicago294,chicago292,3078
chicago294,chicago293,1510
chicago294,chicago294,0
chicago294,chicago295,598
chicago294,chicago296,6488
chicago294,chicago297,3003
chicago294,chicago298,4554
chicago294,chicago299,6041
chicago294,chicago30,10688
chicago294,chicago300,7115
chicago294,chicago301,10357
chicago294,chicago302,6749
chicago294,chicago303,5954
chicago294,chicago304,4810
chicago294,chicago305,11150
chicago294,chicago306,4054
chicago294,chicago307,7092
chicago294,chicago308,5621
chicago294,chicago309,8720
chicago294,chicago31,11052
chicago294,chicago310,8091
chicago294,chicago311,3576
chicago294,chicago312,3746
chicago294,chicago313,7634
chicago294,chicago314,3722
chicago294,chicago315,9995
chicago294,chicago316,3287
chicago294,chicago317,20043
chicago294,chicago318,3402
chicago294,chicago319,6003
chicago294,chicago32,15303
chicago294,chicago320,19546
chicago294,chicago321,16326
chicago294,chicago322,25001
chicago294,chicago323,1393
chicago294,chicago324,6993
chicago294,chicago325,1251
chicago294,chicago326,1966
chicago294,chicago327,7545
chicago294,chicago328,27203
chicago294,chicago329,6583
chicago294,chicago33,15076
chicago294,chicago330,5089
chicago294,chicago331,8971
chicago294,chicago332,7526
chicago294,chicago333,9406
chicago294,chicago334,5560
chicago294,chicago335,20339
chicago294,chicago336,24091
chicago294,chicago337,11645
chicago294,chicago338,16705
chicago294,chicago339,20550
chicago294,chicago34,7506
chicago294,chicago340,7490
chicago294,chicago341,15990
chicago294,chicago342,20436
chicago294,chicago343,6347
chicago294,chicago344,2429
chicago294,chicago345,25352
chicago294,chicago346,14715
chicago294,chicago347,4612
chicago294,chicago348,16234
chicago294,chicago349,7988
chicago294,chicago35,12292
chicago294,chicago350,11081
chicago294,chicago351,25954
chicago294,chicago36,16311
chicago294,chicago37,14865
chicago294,chicago42,17770
chicago294,chicago43,13932
chicago294,chicago44,12510
chicago294,chicago45,15214
chicago294,chicago46,10587
chicago294,chicago47,13108
chicago294,chicago48,12449
chicago294,chicago49,14617
chicago294,chicago5,15365
chicago294,chicago50,15951
chicago294,chicago51,14470
chicago294,chicago52,14019
chicago294,chicago53,11265
chicago294,chicago54,13512
chicago294,chicago55,17862
chicago294,chicago56,12674
chicago294,chicago57,17264
chicago294,chicago58,8146
chicago294,chicago59,16018
chicago294,chicago60,8672
chicago294,chicago61,9300
chicago294,chicago62,17514
chicago294,chicago66,12750
chicago294,chicago67,7095
chicago294,chicago68,13882
chicago294,chicago69,9289
chicago294,chicago71,13682
chicago294,chicago72,17666
chicago294,chicago73,13718
chicago294,chicago74,11889
chicago294,chicago75,13709
chicago294,chicago76,13476
chicago294,chicago77,13238
chicago294,chicago80,14406
chicago294,chicago81,14328
chicago294,chicago84,13899
chicago294,chicago85,10346
chicago294,chicago86,10783
chicago294,chicago87,6690
chicago294,chicago88,14129
chicago294,chicago90,14585
chicago294,chicago91,13023
chicago294,chicago92,13666
chicago294,chicago93,8258
chicago294,chicago94,8635
chicago294,chicago97,15765
chicago294,chicago98,14865
chicago294,chicago99,11066
chicago295,chicago100,11605
chicago295,chicago106,10547
chicago295,chicago108,17698
chicago295,chicago109,18272
chicago295,chicago110,11536
chicago295,chicago111,10932
chicago295,chicago112,13161
chicago295,chicago113,9174
chicago295,chicago114,3944
chicago295,chicago115,5326
chicago295,chicago116,9111
chicago295,chicago117,4657
chicago295,chicago118,8954
chicago295,chicago119,11673
chicago295,chicago120,17437
chicago295,chicago121,23733
chicago295,chicago122,13028
chicago295,chicago123,8874
chicago295,chicago124,21053
chicago295,chicago126,9351
chicago295,chicago127,6432
chicago295,chicago128,10442
chicago295,chicago129,19725
chicago295,chicago13,8074
chicago295,chicago130,9644
chicago295,chicago131,5031
chicago295,chicago132,18369
chicago295,chicago134,13765
chicago295,chicago135,18607
chicago295,chicago136,18187
chicago295,chicago137,18047
chicago295,chicago138,11015
chicago295,chicago14,18843
chicago295,chicago140,10952
chicago295,chicago141,8214
chicago295,chicago143,7658
chicago295,chicago144,8123
chicago295,chicago146,14740
chicago295,chicago147,17916
chicago295,chicago148,20011
chicago295,chicago149,19358
chicago295,chicago15,19311
chicago295,chicago150,18278
chicago295,chicago152,5328
chicago295,chicago153,4821
chicago295,chicago154,4415
chicago295,chicago156,5146
chicago295,chicago157,5551
chicago295,chicago158,9043
chicago295,chicago159,9795
chicago295,chicago16,8382
chicago295,chicago160,9791
chicago295,chicago162,5990
chicago295,chicago163,5852
chicago295,chicago164,14325
chicago295,chicago165,3510
chicago295,chicago166,6021
chicago295,chicago167,21552
chicago295,chicago168,15617
chicago295,chicago169,13561
chicago295,chicago17,9313
chicago295,chicago170,17973
chicago295,chicago171,19286
chicago295,chicago173,10776
chicago295,chicago174,14833
chicago295,chicago175,15208
chicago295,chicago176,10303
chicago295,chicago177,6801
chicago295,chicago178,17441
chicago295,chicago179,20730
chicago295,chicago181,12821
chicago295,chicago183,10003
chicago295,chicago184,20505
chicago295,chicago185,9149
chicago295,chicago186,11073
chicago295,chicago188,6186
chicago295,chicago19,18578
chicago295,chicago190,5619
chicago295,chicago191,12895
chicago295,chicago192,12984
chicago295,chicago193,18606
chicago295,chicago194,11777
chicago295,chicago195,13255
chicago295,chicago196,12059
chicago295,chicago197,13602
chicago295,chicago198,13163
chicago295,chicago199,12203
chicago295,chicago20,8038
chicago295,chicago200,22209
chicago295,chicago201,21117
chicago295,chicago202,18386
chicago295,chicago203,21792
chicago295,chicago204,23988
chicago295,chicago205,20316
chicago295,chicago206,18885
chicago295,chicago207,19363
chicago295,chicago208,20238
chicago295,chicago209,18325
chicago295,chicago21,14551
chicago295,chicago210,9078
chicago295,chicago211,11344
chicago295,chicago212,10859
chicago295,chicago213,9181
chicago295,chicago214,10949
chicago295,chicago215,12189
chicago295,chicago216,11278
chicago295,chicago217,13272
chicago295,chicago218,17490
chicago295,chicago219,8138
chicago295,chicago22,18129
chicago295,chicago220,6888
chicago295,chicago222,9373
chicago295,chicago223,6991
chicago295,chicago224,9371
chicago295,chicago225,8656
chicago295,chicago226,4487
chicago295,chicago227,3452
chicago295,chicago228,5454
chicago295,chicago229,3942
chicago295,chicago23,10856
chicago295,chicago230,4561
chicago295,chicago231,1376
chicago295,chicago232,3854
chicago295,chicago233,13440
chicago295,chicago234,1940
chicago295,chicago236,9286
chicago295,chicago237,19297
chicago295,chicago238,2606
chicago295,chicago239,3130
chicago295,chicago24,11680
chicago295,chicago240,2165
chicago295,chicago241,18137
chicago295,chicago242,2236
chicago295,chicago243,3170
chicago295,chicago244,3481
chicago295,chicago245,2224
chicago295,chicago246,2940
chicago295,chicago247,23919
chicago295,chicago248,25282
chicago295,chicago249,2557
chicago295,chicago25,10837
chicago295,chicago250,5488
chicago295,chicago251,1419
chicago295,chicago252,22891
chicago295,chicago253,524
chicago295,chicago254,3080
chicago295,chicago255,15275
chicago295,chicago256,3142
chicago295,chicago257,4583
chicago295,chicago258,7072
chicago295,chicago259,9734
chicago295,chicago26,11554
chicago295,chicago260,8907
chicago295,chicago261,19564
chicago295,chicago262,21116
chicago295,chicago263,18822
chicago295,chicago264,13161
chicago295,chicago265,20779
chicago295,chicago267,22337
chicago295,chicago268,8702
chicago295,chicago27,9389
chicago295,chicago271,21433
chicago295,chicago272,19324
chicago295,chicago273,16510
chicago295,chicago274,18600
chicago295,chicago275,18956
chicago295,chicago276,10403
chicago295,chicago277,11099
chicago295,chicago278,20604
chicago295,chicago279,20781
chicago295,chicago28,8880
chicago295,chicago280,20307
chicago295,chicago281,22400
chicago295,chicago282,17439
chicago295,chicago283,14661
chicago295,chicago284,14813
chicago295,chicago285,10634
chicago295,chicago286,14773
chicago295,chicago287,14543
chicago295,chicago288,8529
chicago295,chicago289,8638
chicago295,chicago29,9544
chicago295,chicago290,9771
chicago295,chicago291,9272
chicago295,chicago292,2457
chicago295,chicago293,913
chicago295,chicago294,598
chicago295,chicago295,0
chicago295,chicago296,5904
chicago295,chicago297,2382
chicago295,chicago298,4027
chicago295,chicago299,4167
chicago295,chicago30,10067
chicago295,chicago300,6531
chicago295,chicago301,9773
chicago295,chicago302,6128
chicago295,chicago303,4212
chicago295,chicago304,3492
chicago295,chicago305,10815
chicago295,chicago306,1836
chicago295,chicago307,6471
chicago295,chicago308,5287
chicago295,chicago309,8386
chicago295,chicago31,10468
chicago295,chicago310,7756
chicago295,chicago311,2970
chicago295,chicago312,3162
chicago295,chicago313,7050
chicago295,chicago314,3101
chicago295,chicago315,9660
chicago295,chicago316,2677
chicago295,chicago317,19459
chicago295,chicago318,2781
chicago295,chicago319,5382
chicago295,chicago32,14719
chicago295,chicago320,18962
chicago295,chicago321,15742
chicago295,chicago322,24417
chicago295,chicago323,852
chicago295,chicago324,6409
chicago295,chicago325,827
chicago295,chicago326,1345
chicago295,chicago327,6924
chicago295,chicago328,26619
chicago295,chicago329,5999
chicago295,chicago33,14491
chicago295,chicago330,4468
chicago295,chicago331,8351
chicago295,chicago332,6942
chicago295,chicago333,8785
chicago295,chicago334,4976
chicago295,chicago335,19755
chicago295,chicago336,23506
chicago295,chicago337,11061
chicago295,chicago338,16121
chicago295,chicago339,19966
chicago295,chicago34,6922
chicago295,chicago340,6906
chicago295,chicago341,15406
chicago295,chicago342,19851
chicago295,chicago343,5727
chicago295,chicago344,1822
chicago295,chicago345,24768
chicago295,chicago346,14131
chicago295,chicago347,3991
chicago295,chicago348,15899
chicago295,chicago349,7403
chicago295,chicago35,11708
chicago295,chicago350,10460
chicago295,chicago351,25370
chicago295,chicago36,15727
chicago295,chicago37,14281
chicago295,chicago42,17186
chicago295,chicago43,13348
chicago295,chicago44,11926
chicago295,chicago45,14629
chicago295,chicago46,10003
chicago295,chicago47,12524
chicago295,chicago48,11865
chicago295,chicago49,14033
chicago295,chicago5,14781
chicago295,chicago50,15366
chicago295,chicago51,13885
chicago295,chicago52,13435
chicago295,chicago53,10681
chicago295,chicago54,12928
chicago295,chicago55,17277
chicago295,chicago56,12090
chicago295,chicago57,16680
chicago295,chicago58,7525
chicago295,chicago59,15434
chicago295,chicago60,8051
chicago295,chicago61,8679
chicago295,chicago62,16930
chicago295,chicago66,12166
chicago295,chicago67,6474
chicago295,chicago68,13298
chicago295,chicago69,8954
chicago295,chicago71,13098
chicago295,chicago72,17082
chicago295,chicago73,13134
chicago295,chicago74,11305
chicago295,chicago75,13125
chicago295,chicago76,12892
chicago295,chicago77,12654
chicago295,chicago80,13822
chicago295,chicago81,13744
chicago295,chicago84,13314
chicago295,chicago85,9762
chicago295,chicago86,10162
chicago295,chicago87,6069
chicago295,chicago88,13545
chicago295,chicago90,14000
chicago295,chicago91,12439
chicago295,chicago92,13082
chicago295,chicago93,7637
chicago295,chicago94,8050
chicago295,chicago97,15181
chicago295,chicago98,14281
chicago295,chicago99,10646
chicago296,chicago100,6390
chicago296,chicago106,5915
chicago296,chicago108,13461
chicago296,chicago109,8915
chicago296,chicago110,5674
chicago296,chicago111,5717
chicago296,chicago112,7946
chicago296,chicago113,3443
chicago296,chicago114,1287
chicago296,chicago115,1363
chicago296,chicago116,6398
chicago296,chicago117,646
chicago296,chicago118,3557
chicago296,chicago119,9130
chicago296,chicago120,13200
chicago296,chicago121,19495
chicago296,chicago122,10235
chicago296,chicago123,7315
chicago296,chicago124,16815
chicago296,chicago126,3488
chicago296,chicago127,2000
chicago296,chicago128,7649
chicago296,chicago129,15487
chicago296,chicago13,1439
chicago296,chicago130,6851
chicago296,chicago131,2313
chicago296,chicago132,14132
chicago296,chicago134,8550
chicago296,chicago135,14370
chicago296,chicago136,13950
chicago296,chicago137,13810
chicago296,chicago138,4886
chicago296,chicago14,14606
chicago296,chicago140,5090
chicago296,chicago141,2999
chicago296,chicago143,2261
chicago296,chicago144,2329
chicago296,chicago146,9525
chicago296,chicago147,13678
chicago296,chicago148,15774
chicago296,chicago149,15121
chicago296,chicago15,15074
chicago296,chicago150,14041
chicago296,chicago152,2112
chicago296,chicago153,2099
chicago296,chicago154,2040
chicago296,chicago156,914
chicago296,chicago157,985
chicago296,chicago158,6149
chicago296,chicago159,6999
chicago296,chicago16,5635
chicago296,chicago160,6994
chicago296,chicago162,3785
chicago296,chicago163,3134
chicago296,chicago164,6785
chicago296,chicago165,1618
chicago296,chicago166,3299
chicago296,chicago167,17314
chicago296,chicago168,11379
chicago296,chicago169,8346
chicago296,chicago17,6566
chicago296,chicago170,13735
chicago296,chicago171,15049
chicago296,chicago173,6539
chicago296,chicago174,7688
chicago296,chicago175,10971
chicago296,chicago176,4440
chicago296,chicago177,2564
chicago296,chicago178,13203
chicago296,chicago179,16493
chicago296,chicago181,5970
chicago296,chicago183,7210
chicago296,chicago184,16268
chicago296,chicago185,6650
chicago296,chicago186,8328
chicago296,chicago188,3466
chicago296,chicago19,14341
chicago296,chicago190,2858
chicago296,chicago191,7680
chicago296,chicago192,7769
chicago296,chicago193,14369
chicago296,chicago194,6608
chicago296,chicago195,9018
chicago296,chicago196,7822
chicago296,chicago197,9365
chicago296,chicago198,7948
chicago296,chicago199,7966
chicago296,chicago20,4178
chicago296,chicago200,17972
chicago296,chicago201,16879
chicago296,chicago202,14149
chicago296,chicago203,17555
chicago296,chicago204,19751
chicago296,chicago205,16079
chicago296,chicago206,14648
chicago296,chicago207,15126
chicago296,chicago208,16000
chicago296,chicago209,14088
chicago296,chicago21,9336
chicago296,chicago210,7107
chicago296,chicago211,7107
chicago296,chicago212,5644
chicago296,chicago213,6385
chicago296,chicago214,8155
chicago296,chicago215,9396
chicago296,chicago216,8488
chicago296,chicago217,8057
chicago296,chicago218,13253
chicago296,chicago219,5391
chicago296,chicago22,13892
chicago296,chicago220,1659
chicago296,chicago222,6874
chicago296,chicago223,3499
chicago296,chicago224,3577
chicago296,chicago225,2862
chicago296,chicago226,1666
chicago296,chicago227,2113
chicago296,chicago228,3249
chicago296,chicago229,1791
chicago296,chicago23,4727
chicago296,chicago230,2339
chicago296,chicago231,2825
chicago296,chicago232,1091
chicago296,chicago233,8225
chicago296,chicago234,3172
chicago296,chicago236,4252
chicago296,chicago237,15060
chicago296,chicago238,3939
chicago296,chicago239,5371
chicago296,chicago24,7442
chicago296,chicago240,2326
chicago296,chicago241,13899
chicago296,chicago242,4965
chicago296,chicago243,4742
chicago296,chicago244,3875
chicago296,chicago245,2672
chicago296,chicago246,3253
chicago296,chicago247,19682
chicago296,chicago248,21044
chicago296,chicago249,3827
chicago296,chicago25,6600
chicago296,chicago250,2770
chicago296,chicago251,3431
chicago296,chicago252,18654
chicago296,chicago253,3709
chicago296,chicago254,2055
chicago296,chicago255,11038
chicago296,chicago256,1766
chicago296,chicago257,3064
chicago296,chicago258,4867
chicago296,chicago259,7235
chicago296,chicago26,7317
chicago296,chicago260,6901
chicago296,chicago261,15327
chicago296,chicago262,16879
chicago296,chicago263,14584
chicago296,chicago264,8924
chicago296,chicago265,16542
chicago296,chicago267,18100
chicago296,chicago268,4465
chicago296,chicago27,3598
chicago296,chicago271,17196
chicago296,chicago272,15086
chicago296,chicago273,12273
chicago296,chicago274,14363
chicago296,chicago275,14719
chicago296,chicago276,7904
chicago296,chicago277,8415
chicago296,chicago278,16367
chicago296,chicago279,16544
chicago296,chicago28,3484
chicago296,chicago280,16070
chicago296,chicago281,18163
chicago296,chicago282,13202
chicago296,chicago283,7383
chicago296,chicago284,10576
chicago296,chicago285,7887
chicago296,chicago286,7460
chicago296,chicago287,7265
chicago296,chicago288,2735
chicago296,chicago289,3423
chicago296,chicago29,7438
chicago296,chicago290,8389
chicago296,chicago291,4057
