station_start,station_end,distance_meters
chicago128,chicago143,5942
chicago128,chicago144,5477
chicago128,chicago146,3275
chicago128,chicago147,10069
chicago128,chicago148,11137
chicago128,chicago149,11629
chicago128,chicago15,5912
chicago128,chicago150,12622
chicago128,chicago152,5537
chicago128,chicago153,5576
chicago128,chicago154,5981
chicago128,chicago156,6917
chicago128,chicago157,7879
chicago128,chicago158,2045
chicago128,chicago159,2224
chicago128,chicago16,1974
chicago128,chicago160,2736
chicago128,chicago162,4483
chicago128,chicago163,4725
chicago128,chicago164,4601
chicago128,chicago165,7520
chicago128,chicago166,4993
chicago128,chicago167,5210
chicago128,chicago168,7952
chicago128,chicago169,5500
chicago128,chicago17,1200
chicago128,chicago170,7249
chicago128,chicago171,6428
chicago128,chicago173,6208
chicago128,chicago174,5036
chicago128,chicago175,6218
chicago128,chicago176,4930
chicago128,chicago177,8415
chicago128,chicago178,8964
chicago128,chicago179,13001
chicago128,chicago181,4682
chicago128,chicago183,439
chicago128,chicago184,11341
chicago128,chicago185,3090
chicago128,chicago186,2041
chicago128,chicago188,4423
chicago128,chicago19,4232
chicago128,chicago190,4817
chicago128,chicago191,4883
chicago128,chicago192,4972
chicago128,chicago193,10129
chicago128,chicago194,5185
chicago128,chicago195,6085
chicago128,chicago196,5977
chicago128,chicago197,5960
chicago128,chicago198,4058
chicago128,chicago199,5435
chicago128,chicago20,4170
chicago128,chicago200,14480
chicago128,chicago201,13387
chicago128,chicago202,6765
chicago128,chicago203,5001
chicago128,chicago204,16258
chicago128,chicago205,4840
chicago128,chicago206,7909
chicago128,chicago207,8387
chicago128,chicago208,6421
chicago128,chicago209,8322
chicago128,chicago21,3837
chicago128,chicago210,1610
chicago128,chicago211,5843
chicago128,chicago212,4712
chicago128,chicago213,2151
chicago128,chicago214,506
chicago128,chicago215,1746
chicago128,chicago216,2620
chicago128,chicago217,2817
chicago128,chicago218,8243
chicago128,chicago219,2258
chicago128,chicago22,4694
chicago128,chicago220,6946
chicago128,chicago222,3314
chicago128,chicago223,4078
chicago128,chicago224,4828
chicago128,chicago225,5185
chicago128,chicago226,6379
chicago128,chicago227,6945
chicago128,chicago228,4989
chicago128,chicago229,6454
chicago128,chicago23,4378
chicago128,chicago230,6070
chicago128,chicago231,9404
chicago128,chicago232,8352
chicago128,chicago233,3627
chicago128,chicago234,8471
chicago128,chicago236,4710
chicago128,chicago237,10818
chicago128,chicago238,7733
chicago128,chicago239,8166
chicago128,chicago24,5795
chicago128,chicago240,8418
chicago128,chicago241,5197
chicago128,chicago242,7935
chicago128,chicago243,7537
chicago128,chicago244,6956
chicago128,chicago245,9535
chicago128,chicago246,7927
chicago128,chicago247,18264
chicago128,chicago248,19626
chicago128,chicago249,11693
chicago128,chicago25,6165
chicago128,chicago250,5167
chicago128,chicago251,10294
chicago128,chicago252,17236
chicago128,chicago253,9975
chicago128,chicago254,8918
chicago128,chicago255,7797
chicago128,chicago256,8605
chicago128,chicago257,6350
chicago128,chicago258,4153
chicago128,chicago259,3675
chicago128,chicago26,5904
chicago128,chicago260,4918
chicago128,chicago261,3253
chicago128,chicago262,10140
chicago128,chicago263,13166
chicago128,chicago264,6311
chicago128,chicago265,15124
chicago128,chicago267,16681
chicago128,chicago268,6382
chicago128,chicago27,4602
chicago128,chicago271,15778
chicago128,chicago272,11123
chicago128,chicago273,8638
chicago128,chicago274,5494
chicago128,chicago275,4229
chicago128,chicago276,3287
chicago128,chicago277,1398
chicago128,chicago278,10140
chicago128,chicago279,9805
chicago128,chicago28,5110
chicago128,chicago280,8117
chicago128,chicago281,6617
chicago128,chicago282,5954
chicago128,chicago283,5726
chicago128,chicago284,6419
chicago128,chicago285,931
chicago128,chicago286,5563
chicago128,chicago287,5286
chicago128,chicago288,5195
chicago128,chicago289,5531
chicago128,chicago29,1735
chicago128,chicago290,4829
chicago128,chicago291,4903
chicago128,chicago292,7939
chicago128,chicago293,9524
chicago128,chicago294,11127
chicago128,chicago295,10396
chicago128,chicago296,7646
chicago128,chicago297,7936
chicago128,chicago298,6782
chicago128,chicago299,7630
chicago128,chicago30,1202
chicago128,chicago300,7332
chicago128,chicago301,5311
chicago128,chicago302,5542
chicago128,chicago303,8082
chicago128,chicago304,8222
chicago128,chicago305,1742
chicago128,chicago306,8906
chicago128,chicago307,3925
chicago128,chicago308,5403
chicago128,chicago309,2867
chicago128,chicago31,5061
chicago128,chicago310,2711
chicago128,chicago311,7951
chicago128,chicago312,9191
chicago128,chicago313,6849
chicago128,chicago314,7341
chicago128,chicago315,1689
chicago128,chicago316,7531
chicago128,chicago317,3414
chicago128,chicago318,7615
chicago128,chicago319,5231
chicago128,chicago32,4005
chicago128,chicago320,3885
chicago128,chicago321,6910
chicago128,chicago322,18762
chicago128,chicago323,10380
chicago128,chicago324,6952
chicago128,chicago325,9526
chicago128,chicago326,8883
chicago128,chicago327,4745
chicago128,chicago328,20963
chicago128,chicago329,7258
chicago128,chicago33,6180
chicago128,chicago330,6173
chicago128,chicago331,4053
chicago128,chicago332,6459
chicago128,chicago333,2311
chicago128,chicago334,8160
chicago128,chicago335,12026
chicago128,chicago336,17851
chicago128,chicago337,5432
chicago128,chicago338,10465
chicago128,chicago339,8990
chicago128,chicago34,6832
chicago128,chicago340,6455
chicago128,chicago341,9750
chicago128,chicago342,3332
chicago128,chicago343,5202
chicago128,chicago344,8384
chicago128,chicago345,19112
chicago128,chicago346,2794
chicago128,chicago347,6914
chicago128,chicago348,5457
chicago128,chicago349,5958
chicago128,chicago35,6327
chicago128,chicago350,784
chicago128,chicago351,19714
chicago128,chicago36,5937
chicago128,chicago37,5831
chicago128,chicago42,8988
chicago128,chicago43,5706
chicago128,chicago44,5334
chicago128,chicago45,6601
chicago128,chicago46,5038
chicago128,chicago47,4858
chicago128,chicago48,3538
chicago128,chicago49,5584
chicago128,chicago5,6552
chicago128,chicago50,6072
chicago128,chicago51,5434
chicago128,chicago52,5543
chicago128,chicago53,4886
chicago128,chicago54,2480
chicago128,chicago55,5975
chicago128,chicago56,3513
chicago128,chicago57,6156
chicago128,chicago58,3168
chicago128,chicago59,7438
chicago128,chicago60,4909
chicago128,chicago61,1623
chicago128,chicago62,9703
chicago128,chicago66,4083
chicago128,chicago67,5196
chicago128,chicago68,5425
chicago128,chicago69,1609
chicago128,chicago71,3219
chicago128,chicago72,8109
chicago128,chicago73,4634
chicago128,chicago74,4429
chicago128,chicago75,5065
chicago128,chicago76,7524
chicago128,chicago77,4572
chicago128,chicago80,4009
chicago128,chicago81,5292
chicago128,chicago84,3118
chicago128,chicago85,5879
chicago128,chicago86,1345
chicago128,chicago87,4796
chicago128,chicago88,3090
chicago128,chicago90,6103
chicago128,chicago91,4356
chicago128,chicago92,2624
chicago128,chicago93,4495
chicago128,chicago94,5623
chicago128,chicago97,9525
chicago128,chicago98,5173
chicago128,chicago99,8648
chicago129,chicago100,5864
chicago129,chicago106,6919
chicago129,chicago108,2450
chicago129,chicago109,2656
chicago129,chicago110,6453
chicago129,chicago111,5859
chicago129,chicago112,3883
chicago129,chicago113,7741
chicago129,chicago114,15994
chicago129,chicago115,14539
chicago129,chicago116,8241
chicago129,chicago117,15352
chicago129,chicago118,7526
chicago129,chicago119,3641
chicago129,chicago120,2991
chicago129,chicago121,12648
chicago129,chicago122,3140
chicago129,chicago123,9362
chicago129,chicago124,1328
chicago129,chicago126,11208
chicago129,chicago127,8453
chicago129,chicago128,5608
chicago129,chicago129,0
chicago129,chicago13,9448
chicago129,chicago130,6458
chicago129,chicago131,10629
chicago129,chicago132,3587
chicago129,chicago134,3022
chicago129,chicago135,1835
chicago129,chicago136,1264
chicago129,chicago137,1275
chicago129,chicago138,6789
chicago129,chicago14,988
chicago129,chicago140,6913
chicago129,chicago141,11500
chicago129,chicago143,12281
chicago129,chicago144,8293
chicago129,chicago146,2382
chicago129,chicago147,5155
chicago129,chicago148,5112
chicago129,chicago149,5765
chicago129,chicago15,569
chicago129,chicago150,6829
chicago129,chicago152,9493
chicago129,chicago153,10067
chicago129,chicago154,10473
chicago129,chicago156,14089
chicago129,chicago157,14080
chicago129,chicago158,7653
chicago129,chicago159,7829
chicago129,chicago16,7835
chicago129,chicago160,8341
chicago129,chicago162,10091
chicago129,chicago163,9977
chicago129,chicago164,4956
chicago129,chicago165,16324
chicago129,chicago166,9711
chicago129,chicago167,1973
chicago129,chicago168,4174
chicago129,chicago169,3319
chicago129,chicago17,6058
chicago129,chicago170,1929
chicago129,chicago171,1070
chicago129,chicago173,8712
chicago129,chicago174,4184
chicago129,chicago175,4607
chicago129,chicago176,7268
chicago129,chicago177,12293
chicago129,chicago178,3110
chicago129,chicago179,7234
chicago129,chicago181,5803
chicago129,chicago183,6047
chicago129,chicago184,5473
chicago129,chicago185,8698
chicago129,chicago186,5584
chicago129,chicago188,8989
chicago129,chicago19,1478
chicago129,chicago190,9309
chicago129,chicago191,4032
chicago129,chicago192,3909
chicago129,chicago193,5216
chicago129,chicago194,5811
chicago129,chicago195,8043
chicago129,chicago196,8432
chicago129,chicago197,5496
chicago129,chicago198,3565
chicago129,chicago199,8576
chicago129,chicago20,7095
chicago129,chicago200,8969
chicago129,chicago201,6900
chicago129,chicago202,1445
chicago129,chicago203,2213
chicago129,chicago204,10229
chicago129,chicago205,773
chicago129,chicago206,2933
chicago129,chicago207,3134
chicago129,chicago208,659
chicago129,chicago209,3534
chicago129,chicago21,2668
chicago129,chicago210,6938
chicago129,chicago211,8521
chicago129,chicago212,5834
chicago129,chicago213,8124
chicago129,chicago214,5097
chicago129,chicago215,3859
chicago129,chicago216,8225
chicago129,chicago217,4210
chicago129,chicago218,2935
chicago129,chicago219,7866
chicago129,chicago22,1656
chicago129,chicago220,13819
chicago129,chicago222,8922
chicago129,chicago223,8034
chicago129,chicago224,7132
chicago129,chicago225,7802
chicago129,chicago226,10335
chicago129,chicago227,11436
chicago129,chicago228,10596
chicago129,chicago229,10946
chicago129,chicago23,6861
chicago129,chicago230,11185
chicago129,chicago231,17477
chicago129,chicago232,15299
chicago129,chicago233,3562
chicago129,chicago234,18399
chicago129,chicago236,7194
chicago129,chicago237,6010
chicago129,chicago238,13341
chicago129,chicago239,13774
chicago129,chicago24,8053
chicago129,chicago240,17090
chicago129,chicago241,2683
chicago129,chicago242,13543
chicago129,chicago243,13145
chicago129,chicago244,12564
chicago129,chicago245,16924
chicago129,chicago246,12711
chicago129,chicago247,12835
chicago129,chicago248,14197
chicago129,chicago249,17364
chicago129,chicago25,7287
chicago129,chicago250,10775
chicago129,chicago251,17747
chicago129,chicago252,11807
chicago129,chicago253,18558
chicago129,chicago254,16176
chicago129,chicago255,4019
chicago129,chicago256,16533
chicago129,chicago257,11846
chicago129,chicago258,9761
chicago129,chicago259,9282
chicago129,chicago26,7927
chicago129,chicago260,10525
chicago129,chicago261,2360
chicago129,chicago262,4256
chicago129,chicago263,5989
chicago129,chicago264,7950
chicago129,chicago265,7649
chicago129,chicago267,11253
chicago129,chicago268,10559
chicago129,chicago27,7074
chicago129,chicago271,8371
chicago129,chicago272,5095
chicago129,chicago273,3321
chicago129,chicago274,794
chicago129,chicago275,1373
chicago129,chicago276,8891
chicago129,chicago277,4683
chicago129,chicago278,4255
chicago129,chicago279,3921
chicago129,chicago28,7582
chicago129,chicago280,2643
chicago129,chicago281,2821
chicago129,chicago282,2077
chicago129,chicago283,4364
chicago129,chicago284,4949
chicago129,chicago285,4679
chicago129,chicago286,4201
chicago129,chicago287,4432
chicago129,chicago288,8010
chicago129,chicago289,8019
chicago129,chicago29,6283
chicago129,chicago290,10437
chicago129,chicago291,7387
chicago129,chicago292,12431
chicago129,chicago293,18150
chicago129,chicago294,19444
chicago129,chicago295,19032
chicago129,chicago296,14707
chicago129,chicago297,18842
chicago129,chicago298,12389
chicago129,chicago299,15352
chicago129,chicago30,6004
chicago129,chicago300,14721
chicago129,chicago301,7797
chicago129,chicago302,8927
chicago129,chicago303,15265
chicago129,chicago304,16065
chicago129,chicago305,7347
chicago129,chicago306,16994
chicago129,chicago307,8417
chicago129,chicago308,11010
chicago129,chicago309,8475
chicago129,chicago31,6183
chicago129,chicago310,8318
chicago129,chicago311,13558
chicago129,chicago312,16686
chicago129,chicago313,12918
chicago129,chicago314,12949
chicago129,chicago315,7600
chicago129,chicago316,13139
chicago129,chicago317,2206
chicago129,chicago318,12107
chicago129,chicago319,9797
chicago129,chicago32,2144
chicago129,chicago320,1758
chicago129,chicago321,4150
chicago129,chicago322,13333
chicago129,chicago323,18252
chicago129,chicago324,13367
chicago129,chicago325,19784
chicago129,chicago326,19487
chicago129,chicago327,8168
chicago129,chicago328,15534
chicago129,chicago329,13533
chicago129,chicago33,4805
chicago129,chicago330,11488
chicago129,chicago331,6537
chicago129,chicago332,14373
chicago129,chicago333,7338
chicago129,chicago334,14396
chicago129,chicago335,6123
chicago129,chicago336,9764
chicago129,chicago337,6554
chicago129,chicago338,3689
chicago129,chicago339,3546
chicago129,chicago34,12592
chicago129,chicago340,13221
chicago129,chicago341,5667
chicago129,chicago342,2659
chicago129,chicago343,9158
chicago129,chicago344,19991
chicago129,chicago345,13684
chicago129,chicago346,3580
chicago129,chicago347,12037
chicago129,chicago348,3091
chicago129,chicago349,13719
chicago129,chicago35,7526
chicago129,chicago350,5586
chicago129,chicago351,10421
chicago129,chicago36,4575
chicago129,chicago37,4764
chicago129,chicago42,3670
chicago129,chicago43,5776
chicago129,chicago44,5524
chicago129,chicago45,4765
chicago129,chicago46,6654
chicago129,chicago47,5979
chicago129,chicago48,5687
chicago129,chicago49,4938
chicago129,chicago5,4581
chicago129,chicago50,4710
chicago129,chicago51,5489
chicago129,chicago52,5863
chicago129,chicago53,6007
chicago129,chicago54,5595
chicago129,chicago55,2280
chicago129,chicago56,4560
chicago129,chicago57,2372
chicago129,chicago58,8988
chicago129,chicago59,3660
chicago129,chicago60,6825
chicago129,chicago61,7538
chicago129,chicago62,4392
chicago129,chicago66,4703
chicago129,chicago67,8581
chicago129,chicago68,3590
chicago129,chicago69,7217
chicago129,chicago71,3779
chicago129,chicago72,4332
chicago129,chicago73,3757
chicago129,chicago74,5550
chicago129,chicago75,3703
chicago129,chicago76,6070
chicago129,chicago77,4008
chicago129,chicago80,3094
chicago129,chicago81,5347
chicago129,chicago84,4734
chicago129,chicago85,9673
chicago129,chicago86,5895
chicago129,chicago87,8752
chicago129,chicago88,3304
chicago129,chicago90,5303
chicago129,chicago91,4212
chicago129,chicago92,5474
chicago129,chicago93,7293
chicago129,chicago94,12003
chicago129,chicago97,5411
chicago129,chicago98,4846
chicago129,chicago99,12022
chicago13,chicago100,6280
chicago13,chicago106,5265
chicago13,chicago108,7064
chicago13,chicago109,6925
chicago13,chicago110,5563
chicago13,chicago111,5607
chicago13,chicago112,5762
chicago13,chicago113,1841
chicago13,chicago114,2075
chicago13,chicago115,1058
chicago13,chicago116,4810
chicago13,chicago117,1776
chicago13,chicago118,3063
chicago13,chicago119,7337
chicago13,chicago120,12864
chicago13,chicago121,19159
chicago13,chicago122,8646
chicago13,chicago123,5726
chicago13,chicago124,10740
chicago13,chicago126,3378
chicago13,chicago127,989
chicago13,chicago128,6060
chicago13,chicago129,9412
chicago13,chicago13,0
chicago13,chicago130,5262
chicago13,chicago131,2162
chicago13,chicago132,13796
chicago13,chicago134,6561
chicago13,chicago135,14034
chicago13,chicago136,8463
chicago13,chicago137,8448
chicago13,chicago138,3664
chicago13,chicago14,8928
chicago13,chicago140,4980
chicago13,chicago141,2889
chicago13,chicago143,2151
chicago13,chicago144,1660
chicago13,chicago146,7537
chicago13,chicago147,13342
chicago13,chicago148,15438
chicago13,chicago149,14785
chicago13,chicago15,9397
chicago13,chicago150,13705
chicago13,chicago152,1256
chicago13,chicago153,1662
chicago13,chicago154,2006
chicago13,chicago156,1225
chicago13,chicago157,2115
chicago13,chicago158,4561
chicago13,chicago159,5410
chicago13,chicago16,4046
chicago13,chicago160,5406
chicago13,chicago162,3112
chicago13,chicago163,2241
chicago13,chicago164,6675
chicago13,chicago165,2406
chicago13,chicago166,1711
chicago13,chicago167,16978
chicago13,chicago168,11017
chicago13,chicago169,8236
chicago13,chicago17,4977
chicago13,chicago170,13400
chicago13,chicago171,14713
chicago13,chicago173,6203
chicago13,chicago174,7578
chicago13,chicago175,10635
chicago13,chicago176,4330
chicago13,chicago177,2636
chicago13,chicago178,12868
chicago13,chicago179,16157
chicago13,chicago181,5860
chicago13,chicago183,5622
chicago13,chicago184,15932
chicago13,chicago185,5062
chicago13,chicago186,6737
chicago13,chicago188,1877
chicago13,chicago19,8319
chicago13,chicago190,1269
chicago13,chicago191,7570
chicago13,chicago192,7659
chicago13,chicago193,14033
chicago13,chicago194,6498
chicago13,chicago195,8682
chicago13,chicago196,6587
chicago13,chicago197,7319
chicago13,chicago198,5960
chicago13,chicago199,5999
chicago13,chicago20,2665
chicago13,chicago200,17636
chicago13,chicago201,16543
chicago13,chicago202,13813
chicago13,chicago203,11061
chicago13,chicago204,19415
chicago13,chicago205,10402
chicago13,chicago206,14312
chicago13,chicago207,14790
chicago13,chicago208,15665
chicago13,chicago209,13752
chicago13,chicago21,7348
chicago13,chicago210,4742
chicago13,chicago211,6018
chicago13,chicago212,5534
chicago13,chicago213,4797
chicago13,chicago214,6567
chicago13,chicago215,7807
chicago13,chicago216,6899
chicago13,chicago217,6069
chicago13,chicago218,12917
chicago13,chicago219,3802
chicago13,chicago22,7862
chicago13,chicago220,1659
chicago13,chicago222,5286
chicago13,chicago223,1986
chicago13,chicago224,2551
chicago13,chicago225,2193
chicago13,chicago226,1865
chicago13,chicago227,2969
chicago13,chicago228,3085
chicago13,chicago229,2479
chicago13,chicago23,3973
chicago13,chicago230,2718
chicago13,chicago231,3631
chicago13,chicago232,2294
chicago13,chicago233,6238
chicago13,chicago234,4426
chicago13,chicago236,3395
chicago13,chicago237,14724
chicago13,chicago238,5253
chicago13,chicago239,5686
chicago13,chicago24,7107
chicago13,chicago240,2905
chicago13,chicago241,7376
chicago13,chicago242,5456
chicago13,chicago243,5057
chicago13,chicago244,3986
chicago13,chicago245,3478
chicago13,chicago246,4244
chicago13,chicago247,19346
chicago13,chicago248,20709
chicago13,chicago249,6406
chicago13,chicago25,5613
chicago13,chicago250,2799
chicago13,chicago251,4237
chicago13,chicago252,18318
chicago13,chicago253,5930
chicago13,chicago254,2861
chicago13,chicago255,10676
chicago13,chicago256,2572
chicago13,chicago257,3379
chicago13,chicago258,3386
chicago13,chicago259,5646
chicago13,chicago26,6981
chicago13,chicago260,5647
chicago13,chicago261,9314
chicago13,chicago262,16543
chicago13,chicago263,14248
chicago13,chicago264,8588
chicago13,chicago265,16206
chicago13,chicago267,17764
chicago13,chicago268,3830
chicago13,chicago27,2929
chicago13,chicago271,16860
chicago13,chicago272,14751
chicago13,chicago273,11937
chicago13,chicago274,8876
chicago13,chicago275,9357
chicago13,chicago276,6315
chicago13,chicago277,6763
chicago13,chicago278,16031
chicago13,chicago279,16208
chicago13,chicago28,2457
chicago13,chicago280,15734
chicago13,chicago281,12677
chicago13,chicago282,7839
chicago13,chicago283,7273
chicago13,chicago284,10240
chicago13,chicago285,6298
chicago13,chicago286,7349
chicago13,chicago287,7155
chicago13,chicago288,2066
chicago13,chicago289,3313
chicago13,chicago29,5208
chicago13,chicago290,6801
chicago13,chicago291,3947
chicago13,chicago292,3964
chicago13,chicago293,5479
chicago13,chicago294,7322
chicago13,chicago295,6351
chicago13,chicago296,1439
chicago13,chicago297,4869
chicago13,chicago298,4302
chicago13,chicago299,1565
chicago13,chicago30,5731
chicago13,chicago300,1639
chicago13,chicago301,3800
chicago13,chicago302,522
chicago13,chicago303,2018
chicago13,chicago304,2164
chicago13,chicago305,6433
chicago13,chicago306,3393
chicago13,chicago307,2161
chicago13,chicago308,3380
chicago13,chicago309,4331
chicago13,chicago31,5143
chicago13,chicago310,4070
chicago13,chicago311,5471
chicago13,chicago312,3133
chicago13,chicago313,2231
chicago13,chicago314,4861
chicago13,chicago315,5278
chicago13,chicago316,5052
chicago13,chicago317,9474
chicago13,chicago318,3640
chicago13,chicago319,1912
chicago13,chicago32,7515
chicago13,chicago320,8149
chicago13,chicago321,11143
chicago13,chicago322,19844
chicago13,chicago323,4802
chicago13,chicago324,1665
chicago13,chicago325,5766
chicago13,chicago326,5058
chicago13,chicago327,1317
chicago13,chicago328,22045
chicago13,chicago329,1972
chicago13,chicago33,7491
chicago13,chicago330,3021
chicago13,chicago331,2977
chicago13,chicago332,396
chicago13,chicago333,4449
chicago13,chicago334,2467
chicago13,chicago335,15182
chicago13,chicago336,18933
chicago13,chicago337,5088
chicago13,chicago338,11547
chicago13,chicago339,15393
chicago13,chicago34,2567
chicago13,chicago340,1169
chicago13,chicago341,10807
chicago13,chicago342,9393
chicago13,chicago343,922
chicago13,chicago344,5904
chicago13,chicago345,20195
chicago13,chicago346,6922
chicago13,chicago347,3570
chicago13,chicago348,11517
chicago13,chicago349,671
chicago13,chicago35,7135
chicago13,chicago350,6124
chicago13,chicago351,20797
chicago13,chicago36,7973
chicago13,chicago37,7142
chicago13,chicago42,12612
chicago13,chicago43,7065
chicago13,chicago44,6647
chicago13,chicago45,10056
chicago13,chicago46,4678
chicago13,chicago47,6168
chicago13,chicago48,4312
chicago13,chicago49,6894
chicago13,chicago5,10208
chicago13,chicago50,7366
chicago13,chicago51,6494
chicago13,chicago52,6837
chicago13,chicago53,5356
chicago13,chicago54,4807
chicago13,chicago55,7861
chicago13,chicago56,6765
chicago13,chicago57,8950
chicago13,chicago58,3189
chicago13,chicago59,10835
chicago13,chicago60,2678
chicago13,chicago61,4343
chicago13,chicago62,12357
chicago13,chicago66,6841
chicago13,chicago67,867
chicago13,chicago68,7973
chicago13,chicago69,4572
chicago13,chicago71,5895
chicago13,chicago72,12509
chicago13,chicago73,7809
chicago13,chicago74,5980
chicago13,chicago75,7800
chicago13,chicago76,8319
chicago13,chicago77,7329
chicago13,chicago80,6619
chicago13,chicago81,6603
chicago13,chicago84,5156
chicago13,chicago85,5189
chicago13,chicago86,5826
chicago13,chicago87,1265
chicago13,chicago88,6341
chicago13,chicago90,9427
chicago13,chicago91,7114
chicago13,chicago92,4962
chicago13,chicago93,2219
chicago13,chicago94,2725
chicago13,chicago97,10581
chicago13,chicago98,6765
chicago13,chicago99,6375
chicago130,chicago100,4561
chicago130,chicago106,4777
chicago130,chicago108,5167
chicago130,chicago109,5502
chicago130,chicago110,5068
chicago130,chicago111,4014
chicago130,chicago112,3876
chicago130,chicago113,3700
chicago130,chicago114,6837
chicago130,chicago115,5620
chicago130,chicago116,1835
chicago130,chicago117,6465
chicago130,chicago118,3954
chicago130,chicago119,2767
chicago130,chicago120,8299
chicago130,chicago121,17896
chicago130,chicago122,3437
chicago130,chicago123,2956
chicago130,chicago124,5437
chicago130,chicago126,4645
chicago130,chicago127,4880
chicago130,chicago128,851
chicago130,chicago129,6613
chicago130,chicago13,5262
chicago130,chicago130,0
chicago130,chicago131,5339
chicago130,chicago132,8894
chicago130,chicago134,5137
chicago130,chicago135,7143
chicago130,chicago136,5932
chicago130,chicago137,6669
chicago130,chicago138,3217
chicago130,chicago14,7031
chicago130,chicago140,4492
chicago130,chicago141,4834
chicago130,chicago143,5143
chicago130,chicago144,4678
chicago130,chicago146,4126
chicago130,chicago147,10063
chicago130,chicago148,11131
chicago130,chicago149,13521
chicago130,chicago15,6762
chicago130,chicago150,12441
chicago130,chicago152,4739
chicago130,chicago153,4777
chicago130,chicago154,5183
chicago130,chicago156,6119
chicago130,chicago157,7081
chicago130,chicago158,1247
chicago130,chicago159,1422
chicago130,chicago16,1176
chicago130,chicago160,1932
chicago130,chicago162,3685
chicago130,chicago163,3927
chicago130,chicago164,4412
chicago130,chicago165,6721
chicago130,chicago166,4195
chicago130,chicago167,6060
chicago130,chicago168,7946
chicago130,chicago169,5297
chicago130,chicago17,349
chicago130,chicago170,7237
chicago130,chicago171,7595
chicago130,chicago173,5363
chicago130,chicago174,4639
chicago130,chicago175,6014
chicago130,chicago176,3842
chicago130,chicago177,7326
chicago130,chicago178,8958
chicago130,chicago179,14893
chicago130,chicago181,4500
chicago130,chicago183,412
chicago130,chicago184,11335
chicago130,chicago185,2292
chicago130,chicago186,2837
chicago130,chicago188,3625
chicago130,chicago19,5083
chicago130,chicago190,4019
chicago130,chicago191,4624
chicago130,chicago192,4720
chicago130,chicago193,10124
chicago130,chicago194,5004
chicago130,chicago195,5903
chicago130,chicago196,5796
chicago130,chicago197,5778
chicago130,chicago198,4062
chicago130,chicago199,5254
chicago130,chicago20,3082
chicago130,chicago200,16372
chicago130,chicago201,15280
chicago130,chicago202,6753
chicago130,chicago203,5851
chicago130,chicago204,18151
chicago130,chicago205,5690
chicago130,chicago206,7897
chicago130,chicago207,8375
chicago130,chicago208,7271
chicago130,chicago209,8310
chicago130,chicago21,4688
chicago130,chicago210,760
chicago130,chicago211,5522
chicago130,chicago212,4806
chicago130,chicago213,1353
chicago130,chicago214,1357
chicago130,chicago215,2597
chicago130,chicago216,1819
chicago130,chicago217,3622
chicago130,chicago218,8242
chicago130,chicago219,1460
chicago130,chicago22,5545
chicago130,chicago220,6147
chicago130,chicago222,2516
chicago130,chicago223,3280
chicago130,chicago224,4030
chicago130,chicago225,4387
chicago130,chicago226,5581
chicago130,chicago227,6146
chicago130,chicago228,4190
chicago130,chicago229,5656
chicago130,chicago23,3289
chicago130,chicago230,5272
chicago130,chicago231,8606
chicago130,chicago232,7553
chicago130,chicago233,4427
chicago130,chicago234,7673
chicago130,chicago236,3622
chicago130,chicago237,13460
chicago130,chicago238,6935
chicago130,chicago239,7368
chicago130,chicago24,5613
chicago130,chicago240,7620
chicago130,chicago241,6047
chicago130,chicago242,7137
chicago130,chicago243,6739
chicago130,chicago244,6158
chicago130,chicago245,8737
chicago130,chicago246,7129
chicago130,chicago247,18082
chicago130,chicago248,19445
chicago130,chicago249,10895
chicago130,chicago25,5125
chicago130,chicago250,4369
chicago130,chicago251,9496
chicago130,chicago252,17054
chicago130,chicago253,9177
chicago130,chicago254,8120
chicago130,chicago255,9438
chicago130,chicago256,7807
chicago130,chicago257,5552
chicago130,chicago258,3355
chicago130,chicago259,2876
chicago130,chicago26,5723
chicago130,chicago260,4120
chicago130,chicago261,4104
chicago130,chicago262,10128
chicago130,chicago263,12985
chicago130,chicago264,6130
chicago130,chicago265,14942
chicago130,chicago267,16500
chicago130,chicago268,5294
chicago130,chicago27,3514
chicago130,chicago271,15596
chicago130,chicago272,13487
chicago130,chicago273,8632
chicago130,chicago274,6345
chicago130,chicago275,5079
chicago130,chicago276,2484
chicago130,chicago277,2248
chicago130,chicago278,10128
chicago130,chicago279,9793
chicago130,chicago28,4022
chicago130,chicago280,8968
chicago130,chicago281,7467
chicago130,chicago282,5942
chicago130,chicago283,5714
chicago130,chicago284,6407
chicago130,chicago285,1728
chicago130,chicago286,5630
chicago130,chicago287,5027
chicago130,chicago288,4397
chicago130,chicago289,4443
chicago130,chicago29,1311
chicago130,chicago290,4031
chicago130,chicago291,3815
chicago130,chicago292,7141
chicago130,chicago293,8726
chicago130,chicago294,10329
chicago130,chicago295,9598
chicago130,chicago296,6848
chicago130,chicago297,7138
chicago130,chicago298,5983
chicago130,chicago299,6831
chicago130,chicago30,1162
chicago130,chicago300,6533
chicago130,chicago301,4223
chicago130,chicago302,4744
chicago130,chicago303,7284
chicago130,chicago304,7424
chicago130,chicago305,855
chicago130,chicago306,8108
chicago130,chicago307,3127
chicago130,chicago308,4604
chicago130,chicago309,2069
chicago130,chicago31,4415
chicago130,chicago310,1912
chicago130,chicago311,7152
chicago130,chicago312,8393
chicago130,chicago313,6051
chicago130,chicago314,6543
chicago130,chicago315,891
chicago130,chicago316,6733
chicago130,chicago317,4264
