availableDocks,totalDocks,city,altitude,stAddress2,longitude,lastCommunicationTime,postalCode,statusValue,testStation,stAddress1,stationName,landMark,latitude,statusKey,availableBikes,id,location
17,19,Chicago,,,-87.622694,,,Not In Service,False,Stetson Ave & South Water St,Stetson Ave & South Water St,048,41.886861,3,2,264,
12,15,Chicago,,,-87.6071,,,Not In Service,False,Cottage Grove Ave & Oakwood Blvd,Cottage Grove Ave & Oakwood Blvd,346,41.822985,3,3,265,
11,15,Chicago,,,-87.591875,,,Not In Service,False,Lake Park Ave & 47th St,Lake Park Ave & 47th St,117,41.809443,3,4,267,
11,15,Chicago,,,-87.626804,,,Not In Service,False,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,328,41.911722,3,4,268,
8,11,Chicago,,,-87.606582,,,Not In Service,False,Cottage Grove Ave & 43rd St,Cottage Grove Ave & 43rd St,086,41.816499,3,3,271,
6,11,Chicago,,,-87.621857,,,Not In Service,False,Indiana Ave & 31st St,Indiana Ave & 31st St,219,41.838842,3,5,272,
8,15,Chicago,,,-87.623633,,,Not In Service,False,Michigan Ave & 18th St,Michigan Ave & 18th St,150,41.857937,3,7,273,
12,15,Chicago,,,-87.656625,,,Not In Service,False,Racine Ave & 15th St,Racine Ave & 15th St,304,41.861267,3,3,274,
8,15,Chicago,,,-87.666507,,,Not In Service,False,Ashland Ave & 13th St,Ashland Ave & 13th St,354,41.865234,3,7,275,
7,11,Chicago,,,-87.6972,,,Not In Service,False,California Ave & North Ave,California Ave & North Ave,258,41.91044,3,4,276,
9,15,Chicago,,,-87.666611,,,Not In Service,False,Ashland Ave & Grand Ave,Ashland Ave & Grand Ave,434,41.891072,3,6,277,Off Street
13,15,Chicago,,,-87.64129,,,Not In Service,False,Wallace Ave & 35th St,Wallace Ave & 35th St,417,41.830629,3,2,278,On Street
11,15,Chicago,,,-87.647172,,,Not In Service,False,Halsted St & 35th St,Halsted St & 35th St,413,41.830661,3,4,279,
4,11,Chicago,,,-87.65114,,,Not In Service,False,Morgan St & 31st St,Morgan St & 31st St,097,41.8378,3,7,280,
10,15,Chicago,,,-87.685109,,,Not In Service,False,Western Ave & 24th St,Western Ave & 24th St,393,41.84847,3,5,281,
11,15,Chicago,,,-87.64693,,,Not In Service,False,Halsted St & Maxwell St,Halsted St & Maxwell St,161,41.86458,3,4,282,
8,23,Chicago,,,-87.631985,,,Not In Service,False,LaSalle St & Jackson Blvd,LaSalle St & Jackson Blvd,032,41.87817,3,15,283,
14,23,Chicago,,,-87.62408,,,Not In Service,False,Michigan Ave & Jackson Blvd,Michigan Ave & Jackson Blvd,340,41.87785,3,9,284,
11,15,Chicago,,,-87.67203,,,Not In Service,False,Wood St & Grand Ave,Wood St & Grand Ave,432,41.89113,3,4,285,On Street
13,15,Chicago,,,-87.634793,,,Not In Service,False,Franklin St & Quincy St,Franklin St & Quincy St,007,41.878724,3,2,286,
18,23,Chicago,,,-87.635185,,,Not In Service,False,Franklin St & Arcade Pl,Franklin St & Arcade Pl,057,41.881131,3,5,287,
7,11,Chicago,,,-87.64368,,,Not In Service,False,Larrabee St & Armitage Ave,Larrabee St & Armitage Ave,184,41.91797,3,4,288,
10,19,Chicago,,,-87.634664,,,Not In Service,False,Wells St & Concord Ln,Wells St & Concord Ln,182,41.912202,3,8,289,
9,15,Chicago,,,-87.707322,,,Not In Service,False,Kedzie Ave & Palmer Ct,Kedzie Ave & Palmer Ct,292,41.921525,3,6,290,
14,19,Chicago,,,-87.63483,,,Not In Service,False,Wells St & Evergreen Ave,Wells St & Evergreen Ave,302,41.906724,3,5,291,
7,11,Chicago,,,-87.664199,,,Not In Service,False,Southport Ave & Clark St,Southport Ave & Clark St,317,41.957081,3,4,292,
12,19,Chicago,,,-87.658774,,,Not In Service,False,Broadway & Wilson Ave,Broadway & Wilson Ave,074,41.965287,3,7,293,
10,15,Chicago,,,-87.659753,,,Not In Service,False,Broadway & Berwyn Ave,Broadway & Berwyn Ave,109,41.978353,3,5,294,
10,15,Chicago,,,-87.659637,,,Not In Service,False,Broadway & Argyle St,Broadway & Argyle St,108,41.972972,3,5,295,
8,15,Chicago,,,-87.645451,,,Not In Service,False,Broadway & Belmont Ave,Broadway & Belmont Ave,277,41.940106,3,7,296,
11,15,Chicago,,,-87.671387,,,Not In Service,False,Paulina St & Montrose Ave,Paulina St & Montrose Ave,250,41.961507,3,4,297,
10,15,Chicago,,,-87.679259,,,Not In Service,False,Lincoln Ave & Belle Plaine Ave,Lincoln Ave & Belle Plaine Ave,252,41.955927,3,5,298,
9,15,Chicago,,,-87.648917,,,Not In Service,False,Halsted St & Roscoe St,Halsted St & Roscoe St,127,41.943662,3,6,299,
11,15,Chicago,,,-87.644094,,,Not In Service,False,Broadway & Barry Ave,Broadway & Barry Ave,137,41.937739,3,4,300,
13,19,Chicago,,,-87.631501,,,Not In Service,False,Clark St & Schiller St,Clark St & Schiller St,200,41.907993,3,6,301,
17,19,Chicago,,,-87.653833,,,Not In Service,False,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Wrightwood Ave,211,41.928712,3,2,302,
8,15,Chicago,,,-87.64598,,,Not In Service,False,Broadway & Cornelia Ave,Broadway & Cornelia Ave,278,41.945512,3,7,303,
12,15,Chicago,,,-87.649634,,,Not In Service,False,Halsted St & Waveland Ave,Halsted St & Waveland Ave,325,41.949333,3,3,304,
13,15,Chicago,,,-87.687275,,,Not In Service,False,Western Ave & Division St,Western Ave & Division St,241,41.902893,3,2,305,
11,15,Chicago,,,-87.65423,,,Not In Service,False,Sheridan Rd & Buena Ave,Sheridan Rd & Buena Ave,374,41.9584,3,4,306,
7,15,Chicago,,,-87.663257,,,Not In Service,False,Southport Ave & Clybourn Ave,Southport Ave & Clybourn Ave,186,41.921004,3,8,307,
7,11,Chicago,,,-87.679618,,,Not In Service,False,Seeley Ave & Roscoe St,Seeley Ave & Roscoe St,144,41.943403,3,4,308,
7,11,Chicago,,,-87.682437,,,Not In Service,False,Leavitt St & Armitage Ave,Leavitt St & Armitage Ave,286,41.917805,3,4,309,
5,11,Chicago,,,-87.677855,,,Not In Service,False,Damen Ave & Charleston St,Damen Ave & Charleston St,288,41.920082,3,6,310,
6,15,Chicago,,,-87.68651,,,Not In Service,False,Lincoln Ave & Eastwood Ave,Lincoln Ave & Eastwood Ave,237,41.96583,3,9,311,
9,15,Chicago,,,-87.649519,,,Not In Service,False,Clarendon Ave & Gordon Ter,Clarendon Ave & Gordon Ter,379,41.957879,3,6,312,
16,19,Chicago,,,-87.638973,,,Not In Service,False,Lakeview Ave & Fullerton Pkwy,Lakeview Ave & Fullerton Pkwy,147,41.925858,3,3,313,
8,15,Chicago,,,-87.673567,,,Not In Service,False,Ravenswood Ave & Berteau Ave,Ravenswood Ave & Berteau Ave,251,41.957921,3,7,314,
10,11,Chicago,,,-87.682779,,,Not In Service,False,Leavitt St & Hirsch St,Leavitt St & Hirsch St,255,41.906717,3,1,315,
11,19,Chicago,,,-87.679258,,,Not In Service,False,Damen Ave & Sunnyside Ave,Damen Ave & Sunnyside Ave,315,41.96325,3,8,316,
13,15,Chicago,,,-87.671045,,,Not In Service,False,Wood St & Taylor St,Wood St & Taylor St,285,41.869154,3,2,317,
9,15,Chicago,,,-87.664358,,,Not In Service,False,Southport Ave & Irving Park Rd,Southport Ave & Irving Park Rd,321,41.954177,3,6,318,
14,15,Chicago,,,-87.665939,,,Not In Service,False,Greenview Ave & Diversey Pkwy,Greenview Ave & Diversey Pkwy,294,41.932595,3,1,319,
10,15,Chicago,,,-87.661501,,,Not In Service,False,Loomis St & Lexington St,Loomis St & Lexington St,332,41.872187,3,5,320,
5,19,Chicago,,,-87.626106,,,Not In Service,False,Wabash Ave & 8th St,Wabash Ave & 8th St,054,41.871962,3,14,321,
11,15,Chicago,,,-87.594747,,,Not In Service,False,Kimbark Ave & 53rd St,Kimbark Ave & 53rd St,397,41.799568,3,4,322,
6,15,Chicago,,,-87.654691,,,Not In Service,False,Sheridan Rd & Lawrence Ave,Sheridan Rd & Lawrence Ave,384,41.969517,3,9,323,
8,15,Chicago,,,-87.638742,,,Not In Service,False,Stockton Dr & Wrightwood Ave,Stockton Dr & Wrightwood Ave,276,41.93132,3,7,324,
9,15,Chicago,,,-87.668365,,,Not In Service,False,Clark St & Winnemac Ave,Clark St & Winnemac Ave,392,41.973385,3,6,325,
8,11,Chicago,,,-87.667429,,,Not In Service,False,Clark St & Leland Ave,Clark St & Leland Ave,239,41.967096,3,3,326,
14,19,Chicago,,,-87.653714,,,Not In Service,False,Sheffield Ave & Webster Ave,Sheffield Ave & Webster Ave,188,41.921687,3,5,327,
12,15,Chicago,,,-87.601334,,,Not In Service,False,Ellis Ave & 58th St,Ellis Ave & 58th St,365,41.788746,3,2,328,
10,15,Chicago,,,-87.63625,,,Not In Service,False,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Diversey Pkwy,347,41.932684,3,5,329,
15,19,Chicago,,,-87.673308,,,Not In Service,False,Lincoln Ave & Addison St,Lincoln Ave & Addison St,077,41.946176,3,4,330,
9,19,Chicago,,,-87.648568,,,Not In Service,False,Halsted St & Blackhawk St,Halsted St & Blackhawk St,176,41.90854,3,10,331,
10,15,Chicago,,,-87.648747,,,Not In Service,False,Halsted St & Diversey Pkwy,Halsted St & Diversey Pkwy,208,41.933341,3,5,332,
10,15,Chicago,,,-87.667252,,,Not In Service,False,Ashland Ave & Blackhawk St,Ashland Ave & Blackhawk St,224,41.907066,3,5,333,
13,19,Chicago,,,-87.639192,,,Not In Service,False,Lake Shore Dr & Belmont Ave,Lake Shore Dr & Belmont Ave,233,41.940775,3,6,334,
10,15,Chicago,,,-87.618034,,,Not In Service,False,Calumet Ave & 35th St,Calumet Ave & 35th St,345,41.831379,3,5,335,
14,15,Chicago,,,-87.606755,,,Not In Service,False,Cottage Grove Ave & 47th St,Cottage Grove Ave & 47th St,422,41.809855,3,1,336,Off Street
11,19,Chicago,,,-87.630931,,,Not In Service,False,Clark St & Chicago Ave,Clark St & Chicago Ave,303,41.896544,3,8,337,
5,15,Chicago,,,-87.619407,,,Not In Service,False,Calumet Ave & 18th St,Calumet Ave & 18th St,102,41.857611,3,10,338,
8,11,Chicago,,,-87.645143,,,Not In Service,False,Emerald Ave & 31st St,Emerald Ave & 31st St,404,41.838198,3,3,339,
6,15,Chicago,,,-87.643118,,,Not In Service,False,Clark St & Wrightwood Ave,Clark St & Wrightwood Ave,209,41.929546,3,9,340,
13,19,Chicago,,,-87.607267,,,Not In Service,False,Adler Planetarium,Adler Planetarium,431,41.866095,3,6,341,Off Street
10,15,Chicago,,,-87.673688,,,Not In Service,False,Wolcott Ave & Polk St,Wolcott Ave & Polk St,284,41.871262,3,5,342,
12,15,Chicago,,,-87.658971,,,Not In Service,False,Racine Ave & Wrightwood Ave,Racine Ave & Wrightwood Ave,297,41.928887,3,3,343,
10,15,Chicago,,,-87.676335,,,Not In Service,False,Wolcott Ave & Lawrence Ave,Wolcott Ave & Lawrence Ave,026,41.968641,3,5,344,
14,15,Chicago,,,-87.587782,,,Not In Service,False,Lake Park Ave & 56th St,Lake Park Ave & 56th St,119,41.793242,3,1,345,
9,15,Chicago,,,-87.661206,,,Not In Service,False,Ada St & Washington Blvd,Ada St & Washington Blvd,353,41.88283,3,6,346,
12,15,Chicago,,,-87.6687,,,Not In Service,False,Ashland Ave & Grace St,Ashland Ave & Grace St,319,41.950687,3,3,347,
13,15,Chicago,,,-87.695445,,,Not In Service,False,California Ave & 21st St,California Ave & 21st St,096,41.854016,3,2,348,
11,15,Chicago,,,-87.649077,,,Not In Service,False,Halsted St & Wrightwood Ave,Halsted St & Wrightwood Ave,210,41.929143,3,4,349,
10,15,Chicago,,,-87.667747,,,Not In Service,False,Ashland Ave & Chicago Ave,Ashland Ave & Chicago Ave,247,41.895966,3,5,350,
13,15,Chicago,,,-87.606615,,,Not In Service,False,Cottage Grove Ave & 51st St,Cottage Grove Ave & 51st St,440,41.803038,3,2,351,Off Street
